"索引"	"等级"	"星级"	"下一星级"	"总经验"	"物品给予经验"	"消耗物品"	"消耗物品数量"	"10次升级暴击概率"	"加成属性_1"	"加成属性_2"	"加成属性_3"	"加成属性_4"	"加成属性_5"	
"804"	"81"	"3"	"4"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19310"	"9,0,19310"	"10,0,11200"	"11,0,11200"	"6,0,531400"	
"805"	"81"	"4"	"5"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19350"	"9,0,19350"	"10,0,11225"	"11,0,11225"	"6,0,533000"	
"806"	"81"	"5"	"6"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19390"	"9,0,19390"	"10,0,11250"	"11,0,11250"	"6,0,534600"	
"807"	"81"	"6"	"7"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19430"	"9,0,19430"	"10,0,11275"	"11,0,11275"	"6,0,536200"	
"808"	"81"	"7"	"8"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19470"	"9,0,19470"	"10,0,11300"	"11,0,11300"	"6,0,537800"	
"809"	"81"	"8"	"9"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19510"	"9,0,19510"	"10,0,11325"	"11,0,11325"	"6,0,539400"	
"810"	"81"	"9"	"-1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19550"	"9,0,19550"	"10,0,11350"	"11,0,11350"	"6,0,541000"	
"811"	"82"	"0"	"1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19590"	"9,0,19590"	"10,0,11375"	"11,0,11375"	"6,0,542600"	
"812"	"82"	"1"	"2"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19630"	"9,0,19630"	"10,0,11400"	"11,0,11400"	"6,0,544200"	
"813"	"82"	"2"	"3"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19670"	"9,0,19670"	"10,0,11425"	"11,0,11425"	"6,0,545800"	
"814"	"82"	"3"	"4"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19710"	"9,0,19710"	"10,0,11450"	"11,0,11450"	"6,0,547400"	
"815"	"82"	"4"	"5"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19750"	"9,0,19750"	"10,0,11475"	"11,0,11475"	"6,0,549000"	
"816"	"82"	"5"	"6"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19790"	"9,0,19790"	"10,0,11500"	"11,0,11500"	"6,0,550600"	
"817"	"82"	"6"	"7"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19830"	"9,0,19830"	"10,0,11525"	"11,0,11525"	"6,0,552200"	
"818"	"82"	"7"	"8"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19870"	"9,0,19870"	"10,0,11550"	"11,0,11550"	"6,0,553800"	
"819"	"82"	"8"	"9"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19910"	"9,0,19910"	"10,0,11575"	"11,0,11575"	"6,0,555400"	
"820"	"82"	"9"	"-1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19950"	"9,0,19950"	"10,0,11600"	"11,0,11600"	"6,0,557000"	
"821"	"83"	"0"	"1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,19990"	"9,0,19990"	"10,0,11625"	"11,0,11625"	"6,0,558600"	
"822"	"83"	"1"	"2"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20030"	"9,0,20030"	"10,0,11650"	"11,0,11650"	"6,0,560200"	
"823"	"83"	"2"	"3"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20070"	"9,0,20070"	"10,0,11675"	"11,0,11675"	"6,0,561800"	
"824"	"83"	"3"	"4"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20110"	"9,0,20110"	"10,0,11700"	"11,0,11700"	"6,0,563400"	
"825"	"83"	"4"	"5"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20150"	"9,0,20150"	"10,0,11725"	"11,0,11725"	"6,0,565000"	
"826"	"83"	"5"	"6"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20190"	"9,0,20190"	"10,0,11750"	"11,0,11750"	"6,0,566600"	
"827"	"83"	"6"	"7"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20230"	"9,0,20230"	"10,0,11775"	"11,0,11775"	"6,0,568200"	
"828"	"83"	"7"	"8"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20270"	"9,0,20270"	"10,0,11800"	"11,0,11800"	"6,0,569800"	
"829"	"83"	"8"	"9"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20310"	"9,0,20310"	"10,0,11825"	"11,0,11825"	"6,0,571400"	
"830"	"83"	"9"	"-1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20350"	"9,0,20350"	"10,0,11850"	"11,0,11850"	"6,0,573000"	
"831"	"84"	"0"	"1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20390"	"9,0,20390"	"10,0,11875"	"11,0,11875"	"6,0,574600"	
"832"	"84"	"1"	"2"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20430"	"9,0,20430"	"10,0,11900"	"11,0,11900"	"6,0,576200"	
"833"	"84"	"2"	"3"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20470"	"9,0,20470"	"10,0,11925"	"11,0,11925"	"6,0,577800"	
"834"	"84"	"3"	"4"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20510"	"9,0,20510"	"10,0,11950"	"11,0,11950"	"6,0,579400"	
"835"	"84"	"4"	"5"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20550"	"9,0,20550"	"10,0,11975"	"11,0,11975"	"6,0,581000"	
"836"	"84"	"5"	"6"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20590"	"9,0,20590"	"10,0,12000"	"11,0,12000"	"6,0,582600"	
"837"	"84"	"6"	"7"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20630"	"9,0,20630"	"10,0,12025"	"11,0,12025"	"6,0,584200"	
"838"	"84"	"7"	"8"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20670"	"9,0,20670"	"10,0,12050"	"11,0,12050"	"6,0,585800"	
"839"	"84"	"8"	"9"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20710"	"9,0,20710"	"10,0,12075"	"11,0,12075"	"6,0,587400"	
"840"	"84"	"9"	"-1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20750"	"9,0,20750"	"10,0,12100"	"11,0,12100"	"6,0,589000"	
"841"	"85"	"0"	"1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20790"	"9,0,20790"	"10,0,12125"	"11,0,12125"	"6,0,590600"	
"842"	"85"	"1"	"2"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20830"	"9,0,20830"	"10,0,12150"	"11,0,12150"	"6,0,592200"	
"843"	"85"	"2"	"3"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20870"	"9,0,20870"	"10,0,12175"	"11,0,12175"	"6,0,593800"	
"844"	"85"	"3"	"4"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20910"	"9,0,20910"	"10,0,12200"	"11,0,12200"	"6,0,595400"	
"845"	"85"	"4"	"5"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20950"	"9,0,20950"	"10,0,12225"	"11,0,12225"	"6,0,597000"	
"846"	"85"	"5"	"6"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,20990"	"9,0,20990"	"10,0,12250"	"11,0,12250"	"6,0,598600"	
"847"	"85"	"6"	"7"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21030"	"9,0,21030"	"10,0,12275"	"11,0,12275"	"6,0,600200"	
"848"	"85"	"7"	"8"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21070"	"9,0,21070"	"10,0,12300"	"11,0,12300"	"6,0,601800"	
"849"	"85"	"8"	"9"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21110"	"9,0,21110"	"10,0,12325"	"11,0,12325"	"6,0,603400"	
"850"	"85"	"9"	"-1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21150"	"9,0,21150"	"10,0,12350"	"11,0,12350"	"6,0,605000"	
"851"	"86"	"0"	"1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21190"	"9,0,21190"	"10,0,12375"	"11,0,12375"	"6,0,606600"	
"852"	"86"	"1"	"2"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21230"	"9,0,21230"	"10,0,12400"	"11,0,12400"	"6,0,608200"	
"853"	"86"	"2"	"3"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21270"	"9,0,21270"	"10,0,12425"	"11,0,12425"	"6,0,609800"	
"854"	"86"	"3"	"4"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21310"	"9,0,21310"	"10,0,12450"	"11,0,12450"	"6,0,611400"	
"855"	"86"	"4"	"5"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21350"	"9,0,21350"	"10,0,12475"	"11,0,12475"	"6,0,613000"	
"856"	"86"	"5"	"6"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21390"	"9,0,21390"	"10,0,12500"	"11,0,12500"	"6,0,614600"	
"857"	"86"	"6"	"7"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21430"	"9,0,21430"	"10,0,12525"	"11,0,12525"	"6,0,616200"	
"858"	"86"	"7"	"8"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21470"	"9,0,21470"	"10,0,12550"	"11,0,12550"	"6,0,617800"	
"859"	"86"	"8"	"9"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21510"	"9,0,21510"	"10,0,12575"	"11,0,12575"	"6,0,619400"	
"860"	"86"	"9"	"-1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21550"	"9,0,21550"	"10,0,12600"	"11,0,12600"	"6,0,621000"	
"861"	"87"	"0"	"1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21590"	"9,0,21590"	"10,0,12625"	"11,0,12625"	"6,0,622600"	
"862"	"87"	"1"	"2"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21630"	"9,0,21630"	"10,0,12650"	"11,0,12650"	"6,0,624200"	
"863"	"87"	"2"	"3"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21670"	"9,0,21670"	"10,0,12675"	"11,0,12675"	"6,0,625800"	
"864"	"87"	"3"	"4"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21710"	"9,0,21710"	"10,0,12700"	"11,0,12700"	"6,0,627400"	
"865"	"87"	"4"	"5"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21750"	"9,0,21750"	"10,0,12725"	"11,0,12725"	"6,0,629000"	
"866"	"87"	"5"	"6"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21790"	"9,0,21790"	"10,0,12750"	"11,0,12750"	"6,0,630600"	
"867"	"87"	"6"	"7"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21830"	"9,0,21830"	"10,0,12775"	"11,0,12775"	"6,0,632200"	
"868"	"87"	"7"	"8"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21870"	"9,0,21870"	"10,0,12800"	"11,0,12800"	"6,0,633800"	
"869"	"87"	"8"	"9"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21910"	"9,0,21910"	"10,0,12825"	"11,0,12825"	"6,0,635400"	
"870"	"87"	"9"	"-1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21950"	"9,0,21950"	"10,0,12850"	"11,0,12850"	"6,0,637000"	
"871"	"88"	"0"	"1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,21990"	"9,0,21990"	"10,0,12875"	"11,0,12875"	"6,0,638600"	
"872"	"88"	"1"	"2"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22030"	"9,0,22030"	"10,0,12900"	"11,0,12900"	"6,0,640200"	
"873"	"88"	"2"	"3"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22070"	"9,0,22070"	"10,0,12925"	"11,0,12925"	"6,0,641800"	
"874"	"88"	"3"	"4"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22110"	"9,0,22110"	"10,0,12950"	"11,0,12950"	"6,0,643400"	
"875"	"88"	"4"	"5"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22150"	"9,0,22150"	"10,0,12975"	"11,0,12975"	"6,0,645000"	
"876"	"88"	"5"	"6"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22190"	"9,0,22190"	"10,0,13000"	"11,0,13000"	"6,0,646600"	
"877"	"88"	"6"	"7"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22230"	"9,0,22230"	"10,0,13025"	"11,0,13025"	"6,0,648200"	
"878"	"88"	"7"	"8"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22270"	"9,0,22270"	"10,0,13050"	"11,0,13050"	"6,0,649800"	
"879"	"88"	"8"	"9"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22310"	"9,0,22310"	"10,0,13075"	"11,0,13075"	"6,0,651400"	
"880"	"88"	"9"	"-1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22350"	"9,0,22350"	"10,0,13100"	"11,0,13100"	"6,0,653000"	
"881"	"89"	"0"	"1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22390"	"9,0,22390"	"10,0,13125"	"11,0,13125"	"6,0,654600"	
"882"	"89"	"1"	"2"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22430"	"9,0,22430"	"10,0,13150"	"11,0,13150"	"6,0,656200"	
"883"	"89"	"2"	"3"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22470"	"9,0,22470"	"10,0,13175"	"11,0,13175"	"6,0,657800"	
"884"	"89"	"3"	"4"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22510"	"9,0,22510"	"10,0,13200"	"11,0,13200"	"6,0,659400"	
"885"	"89"	"4"	"5"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22550"	"9,0,22550"	"10,0,13225"	"11,0,13225"	"6,0,661000"	
"886"	"89"	"5"	"6"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22590"	"9,0,22590"	"10,0,13250"	"11,0,13250"	"6,0,662600"	
"887"	"89"	"6"	"7"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22630"	"9,0,22630"	"10,0,13275"	"11,0,13275"	"6,0,664200"	
"888"	"89"	"7"	"8"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22670"	"9,0,22670"	"10,0,13300"	"11,0,13300"	"6,0,665800"	
"889"	"89"	"8"	"9"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22710"	"9,0,22710"	"10,0,13325"	"11,0,13325"	"6,0,667400"	
"890"	"89"	"9"	"-1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22750"	"9,0,22750"	"10,0,13350"	"11,0,13350"	"6,0,669000"	
"891"	"90"	"0"	"1"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22790"	"9,0,22790"	"10,0,13375"	"11,0,13375"	"6,0,670600"	
"892"	"90"	"1"	"2"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22830"	"9,0,22830"	"10,0,13400"	"11,0,13400"	"6,0,672200"	
"893"	"90"	"2"	"3"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22870"	"9,0,22870"	"10,0,13425"	"11,0,13425"	"6,0,673800"	
"894"	"90"	"3"	"4"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22910"	"9,0,22910"	"10,0,13450"	"11,0,13450"	"6,0,675400"	
"895"	"90"	"4"	"5"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22950"	"9,0,22950"	"10,0,13475"	"11,0,13475"	"6,0,677000"	
"896"	"90"	"5"	"6"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,22990"	"9,0,22990"	"10,0,13500"	"11,0,13500"	"6,0,678600"	
"897"	"90"	"6"	"7"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,23030"	"9,0,23030"	"10,0,13525"	"11,0,13525"	"6,0,680200"	
"898"	"90"	"7"	"8"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,23070"	"9,0,23070"	"10,0,13550"	"11,0,13550"	"6,0,681800"	
"899"	"90"	"8"	"9"	"2500"	"160"	"820001"	"16"	"0.100000"	"8,0,23110"	"9,0,23110"	"10,0,13575"	"11,0,13575"	"6,0,683400"	
"900"	"90"	"9"	"-1"	"0"	"0"	"820001"	"0"	"0.100000"	"8,0,23150"	"9,0,23150"	"10,0,13600"	"11,0,13600"	"6,0,685000"	
