"装备ID。第一位数字一定要保证是2，不能重复"	"装备名称"	"穿戴模型,ID规则是装备ID+标记位"	"默认升级等级"	"模板起始ID(EquipTemplateConfig)"	"可升星等级"	"套装ID"	"随机技能池"	"技能出现几率"	"斩位值"	"斩位强化值"	"精炼银币消耗"	"装备类型对应的底图"	"可开放宝石孔数目"	"是否为MF顶级进阶装备，橙装才填是"	"装备品质是否固定，全固定和半固定必须填是"	"时装翅膀是否可升级（只针对时装翅膀）"	"附加属性ID（对应ItemEquipExtend表）"	"是否可升级"	"是否可升星"	"是否可洗练"	"基础属性1"	"基础属性1数值"	"基础属性2"	"基础属性2数值"	""	""	
"20312201"	"80级天威武器-品质1套装2"	"300001"	""	"31000100"	"3"	"3122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20312202"	"80级天威头盔-品质1套装2"	"300002"	""	"31000200"	"3"	"3122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20312203"	"80级天威衣服-品质1套装2"	"300003"	""	"31000300"	"3"	"3122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20312212"	"80级天威饰品-品质1套装2"	"300012"	""	"31001200"	"3"	"3122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20312301"	"80级云锦武器-品质1套装2"	"300001"	""	"31000100"	"3"	"3123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20312302"	"80级云锦头盔-品质1套装2"	"300002"	""	"31000200"	"3"	"3123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20312303"	"80级云锦衣服-品质1套装2"	"300003"	""	"31000300"	"3"	"3123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20312312"	"80级云锦饰品-品质1套装2"	"300012"	""	"31001200"	"3"	"3123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321004"	"80级护肩-品质2套装1"	""	""	"32000400"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321005"	"80级腰带-品质2套装1"	""	""	"32000500"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321006"	"80级裤子-品质2套装1"	""	""	"32000600"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321007"	"80级靴子-品质2套装1"	""	""	"32000700"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321008"	"80级项链-品质2套装1"	""	""	"32000800"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321009"	"80级护腕-品质2套装1"	""	""	"32000900"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321010"	"80级左戒-品质2套装1"	""	""	"32001000"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321011"	"80级右戒-品质2套装1"	""	""	"32001100"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321101"	"80级转剑武器-品质2套装1"	"300001"	""	"32000100"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321102"	"80级转剑头盔-品质2套装1"	"300002"	""	"32000200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321103"	"80级转剑衣服-品质2套装1"	"300003"	""	"32000300"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321112"	"80级转剑饰品-品质2套装1"	"300012"	""	"32001200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321201"	"80级天威武器-品质2套装1"	"300001"	""	"32000100"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321202"	"80级天威头盔-品质2套装1"	"300002"	""	"32000200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321203"	"80级天威衣服-品质2套装1"	"300003"	""	"32000300"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321212"	"80级天威饰品-品质2套装1"	"300012"	""	"32001200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321301"	"80级云锦武器-品质2套装1"	"300001"	""	"32000100"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321302"	"80级云锦头盔-品质2套装1"	"300002"	""	"32000200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321303"	"80级云锦衣服-品质2套装1"	"300003"	""	"32000300"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20321312"	"80级云锦饰品-品质2套装1"	"300012"	""	"32001200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322004"	"80级护肩-品质2套装2"	""	""	"32000400"	"6"	"3220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322005"	"80级腰带-品质2套装2"	""	""	"32000500"	"6"	"3220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322006"	"80级裤子-品质2套装2"	""	""	"32000600"	"6"	"3220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322007"	"80级靴子-品质2套装2"	""	""	"32000700"	"6"	"3220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322008"	"80级项链-品质2套装2"	""	""	"32000800"	"6"	"3220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322009"	"80级护腕-品质2套装2"	""	""	"32000900"	"6"	"3220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322010"	"80级左戒-品质2套装2"	""	""	"32001000"	"6"	"3220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322011"	"80级右戒-品质2套装2"	""	""	"32001100"	"6"	"3220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322101"	"80级转剑武器-品质2套装2"	"300001"	""	"32000100"	"6"	"3221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322102"	"80级转剑头盔-品质2套装2"	"300002"	""	"32000200"	"6"	"3221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322103"	"80级转剑衣服-品质2套装2"	"300003"	""	"32000300"	"6"	"3221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322112"	"80级转剑饰品-品质2套装2"	"300012"	""	"32001200"	"6"	"3221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322201"	"80级天威武器-品质2套装2"	"300001"	""	"32000100"	"6"	"3222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322202"	"80级天威头盔-品质2套装2"	"300002"	""	"32000200"	"6"	"3222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322203"	"80级天威衣服-品质2套装2"	"300003"	""	"32000300"	"6"	"3222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322212"	"80级天威饰品-品质2套装2"	"300012"	""	"32001200"	"6"	"3222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322301"	"80级云锦武器-品质2套装2"	"300001"	""	"32000100"	"6"	"3223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322302"	"80级云锦头盔-品质2套装2"	"300002"	""	"32000200"	"6"	"3223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322303"	"80级云锦衣服-品质2套装2"	"300003"	""	"32000300"	"6"	"3223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20322312"	"80级云锦饰品-品质2套装2"	"300012"	""	"32001200"	"6"	"3223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331004"	"80级护肩-品质3套装1"	""	""	"33000400"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331005"	"80级腰带-品质3套装1"	""	""	"33000500"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331006"	"80级裤子-品质3套装1"	""	""	"33000600"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331007"	"80级靴子-品质3套装1"	""	""	"33000700"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331008"	"80级项链-品质3套装1"	""	""	"33000800"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331009"	"80级护腕-品质3套装1"	""	""	"33000900"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331010"	"80级左戒-品质3套装1"	""	""	"33001000"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331011"	"80级右戒-品质3套装1"	""	""	"33001100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331101"	"80级转剑武器-品质3套装1"	"300001"	""	"33000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331102"	"80级转剑头盔-品质3套装1"	"300002"	""	"33000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331103"	"80级转剑衣服-品质3套装1"	"300003"	""	"33000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331112"	"80级转剑饰品-品质3套装1"	"300012"	""	"33001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331201"	"80级天威武器-品质3套装1"	"300001"	""	"33000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331202"	"80级天威头盔-品质3套装1"	"300002"	""	"33000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331203"	"80级天威衣服-品质3套装1"	"300003"	""	"33000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331212"	"80级天威饰品-品质3套装1"	"300012"	""	"33001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331301"	"80级云锦武器-品质3套装1"	"300001"	""	"33000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331302"	"80级云锦头盔-品质3套装1"	"300002"	""	"33000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331303"	"80级云锦衣服-品质3套装1"	"300003"	""	"33000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20331312"	"80级云锦饰品-品质3套装1"	"300012"	""	"33001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332004"	"80级护肩-品质3套装2"	""	""	"33000400"	"9"	"3320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332005"	"80级腰带-品质3套装2"	""	""	"33000500"	"9"	"3320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332006"	"80级裤子-品质3套装2"	""	""	"33000600"	"9"	"3320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332007"	"80级靴子-品质3套装2"	""	""	"33000700"	"9"	"3320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332008"	"80级项链-品质3套装2"	""	""	"33000800"	"9"	"3320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332009"	"80级护腕-品质3套装2"	""	""	"33000900"	"9"	"3320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332010"	"80级左戒-品质3套装2"	""	""	"33001000"	"9"	"3320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332011"	"80级右戒-品质3套装2"	""	""	"33001100"	"9"	"3320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332101"	"80级转剑武器-品质3套装2"	"300001"	""	"33000100"	"9"	"3321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332102"	"80级转剑头盔-品质3套装2"	"300002"	""	"33000200"	"9"	"3321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332103"	"80级转剑衣服-品质3套装2"	"300003"	""	"33000300"	"9"	"3321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332112"	"80级转剑饰品-品质3套装2"	"300012"	""	"33001200"	"9"	"3321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332201"	"80级天威武器-品质3套装2"	"300001"	""	"33000100"	"9"	"3322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332202"	"80级天威头盔-品质3套装2"	"300002"	""	"33000200"	"9"	"3322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332203"	"80级天威衣服-品质3套装2"	"300003"	""	"33000300"	"9"	"3322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332212"	"80级天威饰品-品质3套装2"	"300012"	""	"33001200"	"9"	"3322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332301"	"80级云锦武器-品质3套装2"	"300001"	""	"33000100"	"9"	"3323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332302"	"80级云锦头盔-品质3套装2"	"300002"	""	"33000200"	"9"	"3323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332303"	"80级云锦衣服-品质3套装2"	"300003"	""	"33000300"	"9"	"3323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20332312"	"80级云锦饰品-品质3套装2"	"300012"	""	"33001200"	"9"	"3323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341004"	"80级护肩-品质4套装1"	""	""	"34000400"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341005"	"80级腰带-品质4套装1"	""	""	"34000500"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341006"	"80级裤子-品质4套装1"	""	""	"34000600"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341007"	"80级靴子-品质4套装1"	""	""	"34000700"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341008"	"80级项链-品质4套装1"	""	""	"34000800"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341009"	"80级护腕-品质4套装1"	""	""	"34000900"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341010"	"80级左戒-品质4套装1"	""	""	"34001000"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341011"	"80级右戒-品质4套装1"	""	""	"34001100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341101"	"80级转剑武器-品质4套装1"	"300001"	""	"34000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341102"	"80级转剑头盔-品质4套装1"	"300002"	""	"34000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341103"	"80级转剑衣服-品质4套装1"	"300003"	""	"34000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341112"	"80级转剑饰品-品质4套装1"	"300012"	""	"34001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341201"	"80级天威武器-品质4套装1"	"300001"	""	"34000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341202"	"80级天威头盔-品质4套装1"	"300002"	""	"34000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341203"	"80级天威衣服-品质4套装1"	"300003"	""	"34000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341212"	"80级天威饰品-品质4套装1"	"300012"	""	"34001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341301"	"80级云锦武器-品质4套装1"	"300001"	""	"34000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341302"	"80级云锦头盔-品质4套装1"	"300002"	""	"34000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341303"	"80级云锦衣服-品质4套装1"	"300003"	""	"34000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20341312"	"80级云锦饰品-品质4套装1"	"300012"	""	"34001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342004"	"80级护肩-品质4套装2"	""	""	"34000400"	"12"	"3420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342005"	"80级腰带-品质4套装2"	""	""	"34000500"	"12"	"3420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342006"	"80级裤子-品质4套装2"	""	""	"34000600"	"12"	"3420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342007"	"80级靴子-品质4套装2"	""	""	"34000700"	"12"	"3420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342008"	"80级项链-品质4套装2"	""	""	"34000800"	"12"	"3420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342009"	"80级护腕-品质4套装2"	""	""	"34000900"	"12"	"3420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342010"	"80级左戒-品质4套装2"	""	""	"34001000"	"12"	"3420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342011"	"80级右戒-品质4套装2"	""	""	"34001100"	"12"	"3420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342101"	"80级转剑武器-品质4套装2"	"300001"	""	"34000100"	"12"	"3421"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342102"	"80级转剑头盔-品质4套装2"	"300002"	""	"34000200"	"12"	"3421"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342103"	"80级转剑衣服-品质4套装2"	"300003"	""	"34000300"	"12"	"3421"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342112"	"80级转剑饰品-品质4套装2"	"300012"	""	"34001200"	"12"	"3421"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342201"	"80级天威武器-品质4套装2"	"300001"	""	"34000100"	"12"	"3422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342202"	"80级天威头盔-品质4套装2"	"300002"	""	"34000200"	"12"	"3422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342203"	"80级天威衣服-品质4套装2"	"300003"	""	"34000300"	"12"	"3422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342212"	"80级天威饰品-品质4套装2"	"300012"	""	"34001200"	"12"	"3422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342301"	"80级云锦武器-品质4套装2"	"300001"	""	"34000100"	"12"	"3423"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342302"	"80级云锦头盔-品质4套装2"	"300002"	""	"34000200"	"12"	"3423"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342303"	"80级云锦衣服-品质4套装2"	"300003"	""	"34000300"	"12"	"3423"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20342312"	"80级云锦饰品-品质4套装2"	"300012"	""	"34001200"	"12"	"3423"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351004"	"80级护肩-品质5套装1"	""	""	"35000400"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351005"	"80级腰带-品质5套装1"	""	""	"35000500"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351006"	"80级裤子-品质5套装1"	""	""	"35000600"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351007"	"80级靴子-品质5套装1"	""	""	"35000700"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351008"	"80级项链-品质5套装1"	""	""	"35000800"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351009"	"80级护腕-品质5套装1"	""	""	"35000900"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351010"	"80级左戒-品质5套装1"	""	""	"35001000"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351011"	"80级右戒-品质5套装1"	""	""	"35001100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351101"	"80级转剑武器-品质5套装1"	"300001"	""	"35000100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351102"	"80级转剑头盔-品质5套装1"	"300002"	""	"35000200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351103"	"80级转剑衣服-品质5套装1"	"300003"	""	"35000300"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351112"	"80级转剑饰品-品质5套装1"	"300012"	""	"35001200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351201"	"80级天威武器-品质5套装1"	"300001"	""	"35000100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351202"	"80级天威头盔-品质5套装1"	"300002"	""	"35000200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351203"	"80级天威衣服-品质5套装1"	"300003"	""	"35000300"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351212"	"80级天威饰品-品质5套装1"	"300012"	""	"35001200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351301"	"80级云锦武器-品质5套装1"	"300001"	""	"35000100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351302"	"80级云锦头盔-品质5套装1"	"300002"	""	"35000200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351303"	"80级云锦衣服-品质5套装1"	"300003"	""	"35000300"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20351312"	"80级云锦饰品-品质5套装1"	"300012"	""	"35001200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20352004"	"80级护肩-品质5套装2"	""	""	"35000400"	"15"	"3520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20352005"	"80级腰带-品质5套装2"	""	""	"35000500"	"15"	"3520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20352006"	"80级裤子-品质5套装2"	""	""	"35000600"	"15"	"3520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20352007"	"80级靴子-品质5套装2"	""	""	"35000700"	"15"	"3520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20352008"	"80级项链-品质5套装2"	""	""	"35000800"	"15"	"3520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20352009"	"80级护腕-品质5套装2"	""	""	"35000900"	"15"	"3520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20352010"	"80级左戒-品质5套装2"	""	""	"35001000"	"15"	"3520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20352011"	"80级右戒-品质5套装2"	""	""	"35001100"	"15"	"3520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20352101"	"80级转剑武器-品质5套装2"	"300001"	""	"35000100"	"15"	"3521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20352102"	"80级转剑头盔-品质5套装2"	"300002"	""	"35000200"	"15"	"3521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20352103"	"80级转剑衣服-品质5套装2"	"300003"	""	"35000300"	"15"	"3521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20352112"	"80级转剑饰品-品质5套装2"	"300012"	""	"35001200"	"15"	"3521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20352201"	"80级天威武器-品质5套装2"	"300001"	""	"35000100"	"15"	"3522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20352202"	"80级天威头盔-品质5套装2"	"300002"	""	"35000200"	"15"	"3522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20352203"	"80级天威衣服-品质5套装2"	"300003"	""	"35000300"	"15"	"3522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20352212"	"80级天威饰品-品质5套装2"	"300012"	""	"35001200"	"15"	"3522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20352301"	"80级云锦武器-品质5套装2"	"300001"	""	"35000100"	"15"	"3523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
