"ID,40000-44999给骑龙和龙的技能，45000到45999给坐骑"	"名称"	"描述"	"描述参数"	"图集ID"	"图标ID"	"是否显示图标"	"友好度0=良性,1=负面,2=中立"	"由Magic对象管理"	"切换场景结束"	"死亡结束"	"下线结束"	"下线计时"	"下龙消失(用于控制龙主动技能产生的buff)"	"组ID，注意如果是光环的话，代表被光环笼罩产生的buff的组"	"组中优先级0为最低"	"同id共存方式0=叠加,1=冲抵,2=免疫,3=共存(只用于龙的被动技)4=刷新已存的buff时间"	"光环标志0x01=可叠加，0x02=他人不可见"	"默认叠加层数"	"叠加层数上限"	"光环目标1=单体；2=敌人；4=友军；8=中立"	"光环持续时间"	"光环生效半径只对光环类型是计时型的起作用。次数型光环均是个人光环。"	"光环更新时间光环刷新时只修改目标列表"	"是否为限制效果"	"效果1ID"	"效果2ID"	"效果3ID"	"效果4ID"	"效果5ID"	"效果6ID"	"客户端效果"	"生效场景--不配表示所有场景中生效--否则仅在配置场景中生效"	"效果添加对象5：人2：dummy4：马"	"状态分类0=无1=定身状态2=中毒状态3=眩晕状态4=缓速状态"	"客户端效果是否叠加如果光环是多层的，那么表现效果是否按照层数叠加"	
"25003050"	"防护罩"	"自身防御力提升[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25003050,`para4`],[`aura`,25003050,0,`auraTime`]]"	"BuffAtlas"	"newbuff58"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"5"	"20000"	"6.000000"	"1000"	"0"	"25003050"	"25003999"	"-1"	"-1"	"-1"	"-1"	"25003000"	""	"5"	"0"	"0"	
"25003060"	"防护罩"	"自身防御力提升[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25003060,`para4`],[`aura`,25003060,0,`auraTime`]]"	"BuffAtlas"	"newbuff58"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"5"	"20000"	"6.000000"	"1000"	"0"	"25003060"	"25003999"	"-1"	"-1"	"-1"	"-1"	"25003000"	""	"5"	"0"	"0"	
"25003070"	"防护罩"	"自身防御力提升[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25003070,`para4`],[`aura`,25003070,0,`auraTime`]]"	"BuffAtlas"	"newbuff58"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"5"	"20000"	"6.000000"	"1000"	"0"	"25003070"	"25003999"	"-1"	"-1"	"-1"	"-1"	"25003000"	""	"5"	"0"	"0"	
"25003080"	"防护罩"	"自身防御力提升[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25003080,`para4`],[`aura`,25003080,0,`auraTime`]]"	"BuffAtlas"	"newbuff58"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"5"	"20000"	"6.000000"	"1000"	"0"	"25003080"	"25003999"	"-1"	"-1"	"-1"	"-1"	"25003000"	""	"5"	"0"	"0"	
"25003090"	"防护罩"	"自身防御力提升[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25003090,`para4`],[`aura`,25003090,0,`auraTime`]]"	"BuffAtlas"	"newbuff58"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"5"	"20000"	"6.000000"	"1000"	"0"	"25003090"	"25003999"	"-1"	"-1"	"-1"	"-1"	"25003000"	""	"5"	"0"	"0"	
"25005000"	"虚弱"	"防御值降低[green]${0},16$[white]、韧性值降低[green]${1},16$[white]，移动速度降低[green]${2},16$[white]，持续[green]${3},8$[white]秒。"	"[[`aura_effect_id`,25005000,`para4`],[`aura_effect_id`,25005001,`para4`],[`aura_effect_id`,25005002,`para4`],[`aura`,25005000,0,`auraTime`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"8000"	"0.000000"	"1000"	"1"	"25005000"	"25005001"	"-1"	"-1"	"-1"	"-1"	"25005000"	""	"5"	"0"	"0"	
"25005010"	"虚弱"	"防御值降低[green]${0},16$[white]、韧性值降低[green]${1},16$[white]，移动速度降低[green]${2},16$[white]，持续[green]${3},8$[white]秒。"	"[[`aura_effect_id`,25005010,`para4`],[`aura_effect_id`,25005011,`para4`],[`aura_effect_id`,25005012,`para4`],[`aura`,25005010,0,`auraTime`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"8000"	"0.000000"	"1000"	"1"	"25005010"	"25005011"	"-1"	"-1"	"-1"	"-1"	"25005000"	""	"5"	"0"	"0"	
"25005020"	"虚弱"	"防御值降低[green]${0},16$[white]、韧性值降低[green]${1},16$[white]，移动速度降低[green]${2},16$[white]，持续[green]${3},8$[white]秒。"	"[[`aura_effect_id`,25005020,`para4`],[`aura_effect_id`,25005021,`para4`],[`aura_effect_id`,25005022,`para4`],[`aura`,25005020,0,`auraTime`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"8000"	"0.000000"	"1000"	"1"	"25005020"	"25005021"	"-1"	"-1"	"-1"	"-1"	"25005000"	""	"5"	"0"	"0"	
"25005030"	"虚弱"	"防御值降低[green]${0},16$[white]、韧性值降低[green]${1},16$[white]，移动速度降低[green]${2},16$[white]，持续[green]${3},8$[white]秒。"	"[[`aura_effect_id`,25005030,`para4`],[`aura_effect_id`,25005031,`para4`],[`aura_effect_id`,25005032,`para4`],[`aura`,25005030,0,`auraTime`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"8000"	"0.000000"	"1000"	"1"	"25005030"	"25005031"	"-1"	"-1"	"-1"	"-1"	"25005000"	""	"5"	"0"	"0"	
"25005040"	"虚弱"	"防御值降低[green]${0},16$[white]、韧性值降低[green]${1},16$[white]，移动速度降低[green]${2},16$[white]，持续[green]${3},8$[white]秒。"	"[[`aura_effect_id`,25005040,`para4`],[`aura_effect_id`,25005041,`para4`],[`aura_effect_id`,25005042,`para4`],[`aura`,25005040,0,`auraTime`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"8000"	"0.000000"	"1000"	"1"	"25005040"	"25005041"	"-1"	"-1"	"-1"	"-1"	"25005000"	""	"5"	"0"	"0"	
"25005050"	"虚弱"	"防御值降低[green]${0},16$[white]、韧性值降低[green]${1},16$[white]，移动速度降低[green]${2},16$[white]，持续[green]${3},8$[white]秒。"	"[[`aura_effect_id`,25005050,`para4`],[`aura_effect_id`,25005051,`para4`],[`aura_effect_id`,25005052,`para4`],[`aura`,25005050,0,`auraTime`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"8000"	"0.000000"	"1000"	"1"	"25005050"	"25005051"	"-1"	"-1"	"-1"	"-1"	"25005000"	""	"5"	"0"	"0"	
"25005060"	"虚弱"	"防御值降低[green]${0},16$[white]、韧性值降低[green]${1},16$[white]，移动速度降低[green]${2},16$[white]，持续[green]${3},8$[white]秒。"	"[[`aura_effect_id`,25005060,`para4`],[`aura_effect_id`,25005061,`para4`],[`aura_effect_id`,25005062,`para4`],[`aura`,25005060,0,`auraTime`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"8000"	"0.000000"	"1000"	"1"	"25005060"	"25005061"	"-1"	"-1"	"-1"	"-1"	"25005000"	""	"5"	"0"	"0"	
"25005070"	"虚弱"	"防御值降低[green]${0},16$[white]、韧性值降低[green]${1},16$[white]，移动速度降低[green]${2},16$[white]，持续[green]${3},8$[white]秒。"	"[[`aura_effect_id`,25005070,`para4`],[`aura_effect_id`,25005071,`para4`],[`aura_effect_id`,25005072,`para4`],[`aura`,25005070,0,`auraTime`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"8000"	"0.000000"	"1000"	"1"	"25005070"	"25005071"	"-1"	"-1"	"-1"	"-1"	"25005000"	""	"5"	"0"	"0"	
"25005080"	"虚弱"	"防御值降低[green]${0},16$[white]、韧性值降低[green]${1},16$[white]，移动速度降低[green]${2},16$[white]，持续[green]${3},8$[white]秒。"	"[[`aura_effect_id`,25005080,`para4`],[`aura_effect_id`,25005081,`para4`],[`aura_effect_id`,25005082,`para4`],[`aura`,25005008,0,`auraTime`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"8000"	"0.000000"	"1000"	"1"	"25005080"	"25005081"	"-1"	"-1"	"-1"	"-1"	"25005000"	""	"5"	"0"	"0"	
"25005090"	"虚弱"	"防御值降低[green]${0},16$[white]、韧性值降低[green]${1},16$[white]，移动速度降低[green]${2},16$[white]，持续[green]${3},8$[white]秒。"	"[[`aura_effect_id`,25005090,`para4`],[`aura_effect_id`,25005091,`para4`],[`aura_effect_id`,25005092,`para4`],[`aura`,25005090,0,`auraTime`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"8000"	"0.000000"	"1000"	"1"	"25005090"	"25005091"	"-1"	"-1"	"-1"	"-1"	"25005000"	""	"5"	"0"	"0"	
"25008000"	"伤害反弹"	"光环持续期间，反弹每次收到伤害的[green]${0},7$[white]给攻击者，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25008000,`para4`],[`aura`,25008000,0,`auraTime`]]"	"BuffAtlas"	"newbuff32"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"13"	"1"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"1"	"25008000"	"-1"	"-1"	"-1"	"-1"	"-1"	"25008000"	""	"5"	"0"	"0"	
"25008010"	"伤害反弹"	"光环持续期间，反弹每次收到伤害的[green]${0},7$[white]给攻击者，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25008010,`para4`],[`aura`,25008010,0,`auraTime`]]"	"BuffAtlas"	"newbuff32"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"13"	"1"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"1"	"25008010"	"-1"	"-1"	"-1"	"-1"	"-1"	"25008000"	""	"5"	"0"	"0"	
"25008020"	"伤害反弹"	"光环持续期间，反弹每次收到伤害的[green]${0},7$[white]给攻击者，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25008020,`para4`],[`aura`,25008020,0,`auraTime`]]"	"BuffAtlas"	"newbuff32"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"13"	"1"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"1"	"25008020"	"-1"	"-1"	"-1"	"-1"	"-1"	"25008000"	""	"5"	"0"	"0"	
"25008030"	"伤害反弹"	"光环持续期间，反弹每次收到伤害的[green]${0},7$[white]给攻击者，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25008030,`para4`],[`aura`,25008030,0,`auraTime`]]"	"BuffAtlas"	"newbuff32"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"13"	"1"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"1"	"25008030"	"-1"	"-1"	"-1"	"-1"	"-1"	"25008000"	""	"5"	"0"	"0"	
"25008040"	"伤害反弹"	"光环持续期间，反弹每次收到伤害的[green]${0},7$[white]给攻击者，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25008040,`para4`],[`aura`,25008040,0,`auraTime`]]"	"BuffAtlas"	"newbuff32"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"13"	"1"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"1"	"25008040"	"-1"	"-1"	"-1"	"-1"	"-1"	"25008000"	""	"5"	"0"	"0"	
"25008050"	"伤害反弹"	"光环持续期间，反弹每次收到伤害的[green]${0},7$[white]给攻击者，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25008050,`para4`],[`aura`,25008050,0,`auraTime`]]"	"BuffAtlas"	"newbuff32"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"13"	"1"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"1"	"25008050"	"-1"	"-1"	"-1"	"-1"	"-1"	"25008000"	""	"5"	"0"	"0"	
"25008060"	"伤害反弹"	"光环持续期间，反弹每次收到伤害的[green]${0},7$[white]给攻击者，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25008060,`para4`],[`aura`,25008060,0,`auraTime`]]"	"BuffAtlas"	"newbuff32"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"13"	"1"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"1"	"25008060"	"-1"	"-1"	"-1"	"-1"	"-1"	"25008000"	""	"5"	"0"	"0"	
"25008070"	"伤害反弹"	"光环持续期间，反弹每次收到伤害的[green]${0},7$[white]给攻击者，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25008070,`para4`],[`aura`,25008070,0,`auraTime`]]"	"BuffAtlas"	"newbuff32"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"13"	"1"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"1"	"25008070"	"-1"	"-1"	"-1"	"-1"	"-1"	"25008000"	""	"5"	"0"	"0"	
"25008080"	"伤害反弹"	"光环持续期间，反弹每次收到伤害的[green]${0},7$[white]给攻击者，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25008080,`para4`],[`aura`,25008080,0,`auraTime`]]"	"BuffAtlas"	"newbuff32"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"13"	"1"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"1"	"25008080"	"-1"	"-1"	"-1"	"-1"	"-1"	"25008000"	""	"5"	"0"	"0"	
"25008090"	"伤害反弹"	"光环持续期间，反弹每次收到伤害的[green]${0},7$[white]给攻击者，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25008090,`para4`],[`aura`,25008090,0,`auraTime`]]"	"BuffAtlas"	"newbuff32"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"13"	"1"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"1"	"25008090"	"-1"	"-1"	"-1"	"-1"	"-1"	"25008000"	""	"5"	"0"	"0"	
"25009000"	"治疗伤势"	"每秒恢复最大血量的[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25009000,`para4`],[`aura`,25009000,0,`auraTime`]]"	"BuffAtlas"	"newbuff31"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"14"	"1"	"1"	"0"	"1"	"0"	"1"	"1000"	"0.000000"	"1000"	"0"	"25009000"	"-1"	"-1"	"-1"	"-1"	"-1"	"25009000"	""	"5"	"0"	"0"	
"25009010"	"治疗伤势"	"每秒恢复最大血量的[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25009010,`para4`],[`aura`,25009010,0,`auraTime`]]"	"BuffAtlas"	"newbuff31"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"14"	"1"	"1"	"0"	"1"	"0"	"1"	"1000"	"0.000000"	"1000"	"0"	"25009010"	"-1"	"-1"	"-1"	"-1"	"-1"	"25009000"	""	"5"	"0"	"0"	
"25009020"	"治疗伤势"	"每秒恢复最大血量的[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25009020,`para4`],[`aura`,25009020,0,`auraTime`]]"	"BuffAtlas"	"newbuff31"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"14"	"1"	"1"	"0"	"1"	"0"	"1"	"1000"	"0.000000"	"1000"	"0"	"25009020"	"-1"	"-1"	"-1"	"-1"	"-1"	"25009000"	""	"5"	"0"	"0"	
"25009030"	"治疗伤势"	"每秒恢复最大血量的[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25009030,`para4`],[`aura`,25009030,0,`auraTime`]]"	"BuffAtlas"	"newbuff31"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"14"	"1"	"1"	"0"	"1"	"0"	"1"	"1000"	"0.000000"	"1000"	"0"	"25009030"	"-1"	"-1"	"-1"	"-1"	"-1"	"25009000"	""	"5"	"0"	"0"	
"25009040"	"治疗伤势"	"每秒恢复最大血量的[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25009040,`para4`],[`aura`,25009040,0,`auraTime`]]"	"BuffAtlas"	"newbuff31"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"14"	"1"	"1"	"0"	"1"	"0"	"1"	"1000"	"0.000000"	"1000"	"0"	"25009040"	"-1"	"-1"	"-1"	"-1"	"-1"	"25009000"	""	"5"	"0"	"0"	
"25009050"	"治疗伤势"	"每秒恢复最大血量的[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25009050,`para4`],[`aura`,25009050,0,`auraTime`]]"	"BuffAtlas"	"newbuff31"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"14"	"1"	"1"	"0"	"1"	"0"	"1"	"1000"	"0.000000"	"1000"	"0"	"25009050"	"-1"	"-1"	"-1"	"-1"	"-1"	"25009000"	""	"5"	"0"	"0"	
"25009060"	"治疗伤势"	"每秒恢复最大血量的[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25009060,`para4`],[`aura`,25009060,0,`auraTime`]]"	"BuffAtlas"	"newbuff31"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"14"	"1"	"1"	"0"	"1"	"0"	"1"	"1000"	"0.000000"	"1000"	"0"	"25009060"	"-1"	"-1"	"-1"	"-1"	"-1"	"25009000"	""	"5"	"0"	"0"	
"25009070"	"治疗伤势"	"每秒恢复最大血量的[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25009070,`para4`],[`aura`,25009070,0,`auraTime`]]"	"BuffAtlas"	"newbuff31"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"14"	"1"	"1"	"0"	"1"	"0"	"1"	"1000"	"0.000000"	"1000"	"0"	"25009070"	"-1"	"-1"	"-1"	"-1"	"-1"	"25009000"	""	"5"	"0"	"0"	
"25009080"	"治疗伤势"	"每秒恢复最大血量的[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25009080,`para4`],[`aura`,25009080,0,`auraTime`]]"	"BuffAtlas"	"newbuff31"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"14"	"1"	"1"	"0"	"1"	"0"	"1"	"1000"	"0.000000"	"1000"	"0"	"25009080"	"-1"	"-1"	"-1"	"-1"	"-1"	"25009000"	""	"5"	"0"	"0"	
"25009090"	"治疗伤势"	"每秒恢复最大血量的[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25009090,`para4`],[`aura`,25009090,0,`auraTime`]]"	"BuffAtlas"	"newbuff31"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"14"	"1"	"1"	"0"	"1"	"0"	"1"	"1000"	"0.000000"	"1000"	"0"	"25009090"	"-1"	"-1"	"-1"	"-1"	"-1"	"25009000"	""	"5"	"0"	"0"	
"25011000"	"伤害免疫"	"免疫一切伤害持续[green]${0},13$[white]秒。\n仍然会受到负面控制效果。"	"[[`aura`,25011000,0,`auraTime`]]"	"BuffAtlas"	"newbuff15"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"5300"	"0.000000"	"1000"	"0"	"25011000"	"-1"	"-1"	"-1"	"-1"	"-1"	"25011000"	""	"5"	"0"	"0"	
"25011010"	"伤害免疫"	"免疫一切伤害持续[green]${0},13$[white]秒。\n仍然会受到负面控制效果。"	"[[`aura`,25011010,0,`auraTime`]]"	"BuffAtlas"	"newbuff15"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"5600"	"0.000000"	"1000"	"0"	"25011010"	"-1"	"-1"	"-1"	"-1"	"-1"	"25011000"	""	"5"	"0"	"0"	
"25011020"	"伤害免疫"	"免疫一切伤害持续[green]${0},13$[white]秒。\n仍然会受到负面控制效果。"	"[[`aura`,25011020,0,`auraTime`]]"	"BuffAtlas"	"newbuff15"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"5900"	"0.000000"	"1000"	"0"	"25011020"	"-1"	"-1"	"-1"	"-1"	"-1"	"25011000"	""	"5"	"0"	"0"	
"25011030"	"伤害免疫"	"免疫一切伤害持续[green]${0},13$[white]秒。\n仍然会受到负面控制效果。"	"[[`aura`,25011030,0,`auraTime`]]"	"BuffAtlas"	"newbuff15"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"6200"	"0.000000"	"1000"	"0"	"25011030"	"-1"	"-1"	"-1"	"-1"	"-1"	"25011000"	""	"5"	"0"	"0"	
"25011040"	"伤害免疫"	"免疫一切伤害持续[green]${0},13$[white]秒。\n仍然会受到负面控制效果。"	"[[`aura`,25011040,0,`auraTime`]]"	"BuffAtlas"	"newbuff15"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"6500"	"0.000000"	"1000"	"0"	"25011040"	"-1"	"-1"	"-1"	"-1"	"-1"	"25011000"	""	"5"	"0"	"0"	
"25011050"	"伤害免疫"	"免疫一切伤害持续[green]${0},13$[white]秒。\n仍然会受到负面控制效果。"	"[[`aura`,25011050,0,`auraTime`]]"	"BuffAtlas"	"newbuff15"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"6800"	"0.000000"	"1000"	"0"	"25011050"	"-1"	"-1"	"-1"	"-1"	"-1"	"25011000"	""	"5"	"0"	"0"	
"25011060"	"伤害免疫"	"免疫一切伤害持续[green]${0},13$[white]秒。\n仍然会受到负面控制效果。"	"[[`aura`,25011060,0,`auraTime`]]"	"BuffAtlas"	"newbuff15"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"7100"	"0.000000"	"1000"	"0"	"25011060"	"-1"	"-1"	"-1"	"-1"	"-1"	"25011000"	""	"5"	"0"	"0"	
"25011070"	"伤害免疫"	"免疫一切伤害持续[green]${0},13$[white]秒。\n仍然会受到负面控制效果。"	"[[`aura`,25011070,0,`auraTime`]]"	"BuffAtlas"	"newbuff15"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"7400"	"0.000000"	"1000"	"0"	"25011070"	"-1"	"-1"	"-1"	"-1"	"-1"	"25011000"	""	"5"	"0"	"0"	
"25011080"	"伤害免疫"	"免疫一切伤害持续[green]${0},13$[white]秒。\n仍然会受到负面控制效果。"	"[[`aura`,25011080,0,`auraTime`]]"	"BuffAtlas"	"newbuff15"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"7700"	"0.000000"	"1000"	"0"	"25011080"	"-1"	"-1"	"-1"	"-1"	"-1"	"25011000"	""	"5"	"0"	"0"	
"25011090"	"伤害免疫"	"免疫一切伤害持续[green]${0},13$[white]秒。\n仍然会受到负面控制效果。"	"[[`aura`,25011090,0,`auraTime`]]"	"BuffAtlas"	"newbuff15"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"8000"	"0.000000"	"1000"	"0"	"25011090"	"-1"	"-1"	"-1"	"-1"	"-1"	"25011000"	""	"5"	"0"	"0"	
"25012000"	"移动速度增加"	"自身速度提升[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25012000,`para4`],[`aura`,25012000,0,`auraTime`]]"	"BuffAtlas"	"newbuff59"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"15"	"1"	"2"	"0"	"1"	"0"	"1"	"25000"	"0.000000"	"1000"	"0"	"25012000"	"-1"	"-1"	"-1"	"-1"	"-1"	"25012000"	""	"5"	"0"	"0"	
"25012010"	"移动速度增加"	"自身速度提升[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25012010,`para4`],[`aura`,25012010,0,`auraTime`]]"	"BuffAtlas"	"newbuff59"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"15"	"1"	"2"	"0"	"1"	"0"	"1"	"25000"	"0.000000"	"1000"	"0"	"25012010"	"-1"	"-1"	"-1"	"-1"	"-1"	"25012000"	""	"5"	"0"	"0"	
"25012020"	"移动速度增加"	"自身速度提升[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25012020,`para4`],[`aura`,25012020,0,`auraTime`]]"	"BuffAtlas"	"newbuff59"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"15"	"1"	"2"	"0"	"1"	"0"	"1"	"25000"	"0.000000"	"1000"	"0"	"25012020"	"-1"	"-1"	"-1"	"-1"	"-1"	"25012000"	""	"5"	"0"	"0"	
"25012030"	"移动速度增加"	"自身速度提升[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25012030,`para4`],[`aura`,25012030,0,`auraTime`]]"	"BuffAtlas"	"newbuff59"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"15"	"1"	"2"	"0"	"1"	"0"	"1"	"25000"	"0.000000"	"1000"	"0"	"25012030"	"-1"	"-1"	"-1"	"-1"	"-1"	"25012000"	""	"5"	"0"	"0"	
"25012040"	"移动速度增加"	"自身速度提升[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25012040,`para4`],[`aura`,25012040,0,`auraTime`]]"	"BuffAtlas"	"newbuff59"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"15"	"1"	"2"	"0"	"1"	"0"	"1"	"25000"	"0.000000"	"1000"	"0"	"25012040"	"-1"	"-1"	"-1"	"-1"	"-1"	"25012000"	""	"5"	"0"	"0"	
"25012050"	"移动速度增加"	"自身速度提升[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,25012050,`para4`],[`aura`,25012050,0,`auraTime`]]"	"BuffAtlas"	"newbuff59"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"15"	"1"	"2"	"0"	"1"	"0"	"1"	"25000"	"0.000000"	"1000"	"0"	"25012050"	"-1"	"-1"	"-1"	"-1"	"-1"	"25012000"	""	"5"	"0"	"0"	
