"特殊掉落ID"	"掉落包描述"	"职业限制(1=对战士可掉;2=对弓手可掉;4=对法师可掉;7=对所有职业可掉)"	"节日特殊掉落1=圣诞"	"击杀者等级限制"	"击杀者变量条件变量,区间1,2区间1：0=挂机迷城，用逗号分隔需要其他和必焕说区间2：挂机迷城击杀怪物数量上下限，用逗号分隔"	"掉落数量"	"掉落1"	"掉落2"	"掉落3"	"掉落4"	"掉落5"	"掉落6"	"掉落7"	"掉落8"	"掉落9"	"掉落10"	"掉落11"	"掉落12"	"掉落13"	"掉落14"	"掉落15"	"掉落16"	"掉落17"	"掉落18"	"掉落19"	"掉落20"	"掉落21"	"掉落22"	"掉落23"	"掉落24"	"掉落25"	"掉落26"	"掉落27"	"掉落28"	"掉落29"	"掉落30"	""	""	""	""	""	""	""	""	""	""	
"1046502"	"200级橙装平分天威"	"2"	""	""	""	"1"	"1,20651004,100"	"1,20651005,100"	"1,20651006,100"	"1,20651007,100"	""	""	""	""	""	""	""	""	"1,20651201,100"	"1,20651202,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1046503"	"200级橙装平分云锦"	"4"	""	""	""	"1"	"1,20651004,100"	"1,20651005,100"	"1,20651006,100"	"1,20651007,100"	""	""	""	""	""	""	""	""	""	""	""	""	"1,20651301,100"	"1,20651302,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1046520"	"200级橙套装平分"	"7"	""	""	""	"1"	"2,1046521,100"	"2,1046522,100"	"2,1046523,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1046521"	"200级橙套装平分转剑"	"1"	""	""	""	"1"	"1,20652004,100"	"1,20652005,100"	"1,20652006,100"	"1,20652007,100"	""	""	""	""	"1,20652101,100"	"1,20652102,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1046522"	"200级橙套装平分天威"	"2"	""	""	""	"1"	"1,20652004,100"	"1,20652005,100"	"1,20652006,100"	"1,20652007,100"	""	""	""	""	""	""	""	""	"1,20652201,100"	"1,20652202,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1046523"	"200级橙套装平分云锦"	"4"	""	""	""	"1"	"1,20652004,100"	"1,20652005,100"	"1,20652006,100"	"1,20652007,100"	""	""	""	""	""	""	""	""	""	""	""	""	"1,20652301,100"	"1,20652302,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047200"	"240级蓝装平分"	"7"	""	""	""	"1"	"2,1047201,100"	"2,1047202,100"	"2,1047203,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047201"	"240级蓝装平分转剑"	"1"	""	""	""	"1"	"1,20721004,100"	"1,20721005,100"	"1,20721006,100"	"1,20721007,100"	""	""	""	""	"1,20721101,100"	"1,20721102,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047202"	"240级蓝装平分天威"	"2"	""	""	""	"1"	"1,20721004,100"	"1,20721005,100"	"1,20721006,100"	"1,20721007,100"	""	""	""	""	""	""	""	""	"1,20721201,100"	"1,20721202,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047203"	"240级蓝装平分云锦"	"4"	""	""	""	"1"	"1,20721004,100"	"1,20721005,100"	"1,20721006,100"	"1,20721007,100"	""	""	""	""	""	""	""	""	""	""	""	""	"1,20721301,100"	"1,20721302,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047300"	"240级紫装平分"	"7"	""	""	""	"1"	"2,1047301,100"	"2,1047302,100"	"2,1047303,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047301"	"240级紫装平分转剑"	"1"	""	""	""	"1"	"1,20731004,100"	"1,20731005,100"	"1,20731006,100"	"1,20731007,100"	""	""	""	""	"1,20731101,100"	"1,20731102,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047302"	"240级紫装平分天威"	"2"	""	""	""	"1"	"1,20731004,100"	"1,20731005,100"	"1,20731006,100"	"1,20731007,100"	""	""	""	""	""	""	""	""	"1,20731201,100"	"1,20731202,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047303"	"240级紫装平分云锦"	"4"	""	""	""	"1"	"1,20731004,100"	"1,20731005,100"	"1,20731006,100"	"1,20731007,100"	""	""	""	""	""	""	""	""	""	""	""	""	"1,20731301,100"	"1,20731302,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047400"	"240级金装平分"	"7"	""	""	""	"1"	"2,1047401,100"	"2,1047402,100"	"2,1047403,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047401"	"240级金装平分转剑"	"1"	""	""	""	"1"	"1,20741004,100"	"1,20741005,100"	"1,20741006,100"	"1,20741007,100"	""	""	""	""	"1,20741101,100"	"1,20741102,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047402"	"240级金装平分天威"	"2"	""	""	""	"1"	"1,20741004,100"	"1,20741005,100"	"1,20741006,100"	"1,20741007,100"	""	""	""	""	""	""	""	""	"1,20741201,100"	"1,20741202,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047403"	"240级金装平分云锦"	"4"	""	""	""	"1"	"1,20741004,100"	"1,20741005,100"	"1,20741006,100"	"1,20741007,100"	""	""	""	""	""	""	""	""	""	""	""	""	"1,20741301,100"	"1,20741302,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047500"	"240级橙装平分"	"7"	""	""	""	"1"	"2,1047501,100"	"2,1047502,100"	"2,1047503,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047501"	"240级橙装平分转剑"	"1"	""	""	""	"1"	"1,20751004,100"	"1,20751005,100"	"1,20751006,100"	"1,20751007,100"	""	""	""	""	"1,20751101,100"	"1,20751102,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047502"	"240级橙装平分天威"	"2"	""	""	""	"1"	"1,20751004,100"	"1,20751005,100"	"1,20751006,100"	"1,20751007,100"	""	""	""	""	""	""	""	""	"1,20751201,100"	"1,20751202,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047503"	"240级橙装平分云锦"	"4"	""	""	""	"1"	"1,20751004,100"	"1,20751005,100"	"1,20751006,100"	"1,20751007,100"	""	""	""	""	""	""	""	""	""	""	""	""	"1,20751301,100"	"1,20751302,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047520"	"240级橙套装平分"	"7"	""	""	""	"1"	"2,1047521,100"	"2,1047522,100"	"2,1047523,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047521"	"240级橙套装平分转剑"	"1"	""	""	""	"1"	"1,20752004,100"	"1,20752005,100"	"1,20752006,100"	"1,20752007,100"	""	""	""	""	"1,20752101,100"	"1,20752102,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047522"	"240级橙套装平分天威"	"2"	""	""	""	"1"	"1,20752004,100"	"1,20752005,100"	"1,20752006,100"	"1,20752007,100"	""	""	""	""	""	""	""	""	"1,20752201,100"	"1,20752202,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1047523"	"240级橙套装平分云锦"	"4"	""	""	""	"1"	"1,20752004,100"	"1,20752005,100"	"1,20752006,100"	"1,20752007,100"	""	""	""	""	""	""	""	""	""	""	""	""	"1,20752301,100"	"1,20752302,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048200"	"280级蓝装平分"	"7"	""	""	""	"1"	"2,1048201,100"	"2,1048202,100"	"2,1048203,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048201"	"280级蓝装平分转剑"	"1"	""	""	""	"1"	"1,20821004,100"	"1,20821005,100"	"1,20821006,100"	"1,20821007,100"	""	""	""	""	"1,20821101,100"	"1,20821102,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048202"	"280级蓝装平分天威"	"2"	""	""	""	"1"	"1,20821004,100"	"1,20821005,100"	"1,20821006,100"	"1,20821007,100"	""	""	""	""	""	""	""	""	"1,20821201,100"	"1,20821202,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048203"	"280级蓝装平分云锦"	"4"	""	""	""	"1"	"1,20821004,100"	"1,20821005,100"	"1,20821006,100"	"1,20821007,100"	""	""	""	""	""	""	""	""	""	""	""	""	"1,20821301,100"	"1,20821302,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048300"	"280级紫装平分"	"7"	""	""	""	"1"	"2,1048301,100"	"2,1048302,100"	"2,1048303,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048301"	"280级紫装平分转剑"	"1"	""	""	""	"1"	"1,20831004,100"	"1,20831005,100"	"1,20831006,100"	"1,20831007,100"	""	""	""	""	"1,20831101,100"	"1,20831102,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048302"	"280级紫装平分天威"	"2"	""	""	""	"1"	"1,20831004,100"	"1,20831005,100"	"1,20831006,100"	"1,20831007,100"	""	""	""	""	""	""	""	""	"1,20831201,100"	"1,20831202,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048303"	"280级紫装平分云锦"	"4"	""	""	""	"1"	"1,20831004,100"	"1,20831005,100"	"1,20831006,100"	"1,20831007,100"	""	""	""	""	""	""	""	""	""	""	""	""	"1,20831301,100"	"1,20831302,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048400"	"280级金装平分"	"7"	""	""	""	"1"	"2,1048401,100"	"2,1048402,100"	"2,1048403,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048401"	"280级金装平分转剑"	"1"	""	""	""	"1"	"1,20841004,100"	"1,20841005,100"	"1,20841006,100"	"1,20841007,100"	""	""	""	""	"1,20841101,100"	"1,20841102,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048402"	"280级金装平分天威"	"2"	""	""	""	"1"	"1,20841004,100"	"1,20841005,100"	"1,20841006,100"	"1,20841007,100"	""	""	""	""	""	""	""	""	"1,20841201,100"	"1,20841202,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048403"	"280级金装平分云锦"	"4"	""	""	""	"1"	"1,20841004,100"	"1,20841005,100"	"1,20841006,100"	"1,20841007,100"	""	""	""	""	""	""	""	""	""	""	""	""	"1,20841301,100"	"1,20841302,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048500"	"280级橙装平分"	"7"	""	""	""	"1"	"2,1048501,100"	"2,1048502,100"	"2,1048503,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048501"	"280级橙装平分转剑"	"1"	""	""	""	"1"	"1,20851004,100"	"1,20851005,100"	"1,20851006,100"	"1,20851007,100"	""	""	""	""	"1,20851101,100"	"1,20851102,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048502"	"280级橙装平分天威"	"2"	""	""	""	"1"	"1,20851004,100"	"1,20851005,100"	"1,20851006,100"	"1,20851007,100"	""	""	""	""	""	""	""	""	"1,20851201,100"	"1,20851202,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048503"	"280级橙装平分云锦"	"4"	""	""	""	"1"	"1,20851004,100"	"1,20851005,100"	"1,20851006,100"	"1,20851007,100"	""	""	""	""	""	""	""	""	""	""	""	""	"1,20851301,100"	"1,20851302,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048520"	"280级橙套装平分"	"7"	""	""	""	"1"	"2,1048521,100"	"2,1048522,100"	"2,1048523,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048521"	"280级橙套装平分转剑"	"1"	""	""	""	"1"	"1,20852004,100"	"1,20852005,100"	"1,20852006,100"	"1,20852007,100"	""	""	""	""	"1,20852101,100"	"1,20852102,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048522"	"280级橙套装平分天威"	"2"	""	""	""	"1"	"1,20852004,100"	"1,20852005,100"	"1,20852006,100"	"1,20852007,100"	""	""	""	""	""	""	""	""	"1,20852201,100"	"1,20852202,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1048523"	"280级橙套装平分云锦"	"4"	""	""	""	"1"	"1,20852004,100"	"1,20852005,100"	"1,20852006,100"	"1,20852007,100"	""	""	""	""	""	""	""	""	""	""	""	""	"1,20852301,100"	"1,20852302,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1050020"	"40级野外boss掉落"	"7"	""	""	""	"1"	"2,1012300,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1050030"	"80级野外boss掉落"	"7"	""	""	""	"1"	""	"2,1013400,6000"	"2,1013420,4000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1050040"	"120级野外boss掉落"	"7"	""	""	""	"1"	"2,1014300,4000"	"2,1014400,4000"	"2,1014420,2000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1050050"	"160级野外boss掉落"	"7"	""	""	""	"1"	"2,1015300,6300"	"2,1015400,2500"	"2,1015420,1200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1050060"	"200级野外boss掉落"	"7"	""	""	""	"1"	"2,1016300,5000"	"2,1016400,3000"	"2,1016500,1300"	"2,1016520,700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1050070"	"240级野外boss掉落"	"7"	""	""	""	"1"	"2,1017300,5000"	"2,1017400,3000"	"2,1017500,1300"	"2,1017520,700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1050080"	"280级野外boss掉落"	"7"	""	""	""	"1"	"2,1018300,5000"	"2,1018400,3000"	"2,1018500,1300"	"2,1018520,700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1060020"	"60级野外boss掉落"	"7"	""	""	""	"1"	"2,1012300,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1060030"	"100级野外boss掉落"	"7"	""	""	""	"1"	""	"2,1013400,6000"	"2,1013420,4000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1060040"	"140级野外boss掉落"	"7"	""	""	""	"1"	"2,1014300,2500"	"2,1014400,5000"	"2,1014420,2500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1060050"	"180级野外boss掉落"	"7"	""	""	""	"1"	"2,1015300,5500"	"2,1015400,3000"	"2,1015420,1500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1060060"	"220级野外boss掉落"	"7"	""	""	""	"1"	"2,1016300,4000"	"2,1016400,3500"	"2,1016500,1600"	"2,1016520,900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1060070"	"260级野外boss掉落"	"7"	""	""	""	"1"	"2,1017300,4000"	"2,1017400,3500"	"2,1017500,1600"	"2,1017520,900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1060080"	"300级野外boss掉落"	"7"	""	""	""	"1"	"2,1018300,4000"	"2,1018400,3500"	"2,1018500,1600"	"2,1018520,900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2100203"	"世界boss宝箱-不是同ID宝箱用的！"	"7"	""	""	""	"1"	"2,1020102,30"	"1,100044,40"	"1,110406,30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2100204"	"守卫战宝箱"	"7"	""	""	""	"1"	"1,110101,300"	"1,110102,75"	"1,110201,300"	"1,110202,75"	"1,110301,200"	"1,110302,50"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2100205"	"篝火狂欢礼包"	"7"	""	""	""	"1"	"1,110103,100"	"1,110203,100"	"1,110303,100"	"1,100044,20"	"1,100041,20"	"1,100037,20"	"1,100059,20"	"1,400001,20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2100207"	"挖宝箱子"	"7"	""	""	""	"1"	"2,1020512,145"	"2,1020513,50"	"1,808253,5"	"1,100044,40"	"1,110405,30"	"1,110406,30"	"2,1020102,50"	"1,131104,20"	"1,131105,20"	"1,131106,10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129110"	""	"7"	""	""	""	"1"	"2,1020204,50"	"2,2129111,100"	"2,2129112,100"	"2,2129113,300"	"2,2129114,300"	"2,2129115,400"	"2,2129116,400"	"2,2129117,2800"	"2,2129118,2800"	"1,100206,2750"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129111"	"饲料包10"	"7"	""	""	""	"10"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129112"	"精魂包5"	"7"	""	""	""	"5"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129113"	"饲料包6"	"7"	""	""	""	"6"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129114"	"精魂包3"	"7"	""	""	""	"3"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129115"	"饲料包4"	"7"	""	""	""	"4"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129116"	"精魂包2"	"7"	""	""	""	"2"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129117"	"饲料包2"	"7"	""	""	""	"2"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	"1,110101,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129118"	"精魂包1"	"7"	""	""	""	"1"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	"1,110102,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129120"	""	"7"	""	""	""	"1"	"2,1020204,50"	"2,2129121,100"	"2,2129122,100"	"2,2129123,100"	"2,2129124,300"	"2,2129125,400"	"2,2129126,300"	"2,2129127,2900"	"2,2129128,2900"	"1,100206,2850"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129121"	"水晶包5"	"7"	""	""	""	"5"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129122"	"进阶石包2"	"7"	""	""	""	"2"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129123"	"精华包5"	"7"	""	""	""	"5"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129124"	"水晶包3"	"7"	""	""	""	"3"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129125"	"进阶石包1"	"7"	""	""	""	"1"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	"1,100043,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129126"	"精华包3"	"7"	""	""	""	"3"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129127"	"精华包1"	"7"	""	""	""	"1"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	"1,100080,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129128"	"水晶包1"	"7"	""	""	""	"1"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	"1,100044,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"2129130"	""	"7"	""	""	""	"1"	"2,1020204,50"	"2,2129131,100"	"2,2129132,100"	"2,2129133,300"	"2,2129134,300"	"2,2129135,400"	"2,2129136,400"	"2,2129137,2800"	"2,2129138,2800"	"1,100206,2750"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
