"模板ID"	"升星等级"	"基础属性1"	"基础属性1数值"	"基础属性2"	"基础属性2数值"	"升星几率"	"元宝数量"	"道具1"	"道具数量"	"道具2"	"道具数量"	"铜币数量"	"回收经验"	"返还铜币"	"返还道具1"	"返还数量"	"返还道具2"	"返还数量"	"返还道具3"	"返还数量"	
"31000606"	"6"	"2"	"1498.000000"	"14"	"149.000000"	"0.650000"	"15"	"100040"	"11"	"-1"	"-1"	"16800"	"1"	"25200"	"100039"	"52"	"100040"	"5"	""	""	
"31000607"	"7"	"2"	"1763.000000"	"14"	"176.000000"	"0.600000"	"24"	"100040"	"14"	"-1"	"-1"	"19200"	"1"	"33600"	"100039"	"52"	"100040"	"14"	""	""	
"31000608"	"8"	"2"	"2027.000000"	"14"	"202.000000"	"0.550000"	"37"	"100040"	"18"	"-1"	"-1"	"21600"	"1"	"43200"	"100039"	"52"	"100040"	"25"	""	""	
"31000609"	"9"	"2"	"2292.000000"	"14"	"229.000000"	"0.500000"	"53"	"100040"	"21"	"-1"	"-1"	"24000"	"1"	"54000"	"100039"	"52"	"100040"	"40"	""	""	
"31000610"	"10"	"2"	"2557.000000"	"14"	"255.000000"	"0.500000"	"90"	"100041"	"6"	"-1"	"-1"	"26400"	"1"	"66000"	"100039"	"52"	"100040"	"56"	""	""	
"31000611"	"11"	"2"	"2998.000000"	"14"	"299.000000"	"0.500000"	"121"	"100041"	"7"	"-1"	"-1"	"28800"	"1"	"79200"	"100039"	"52"	"100040"	"56"	"100041"	"6"	
"31000612"	"12"	"2"	"3439.000000"	"14"	"343.000000"	"0.500000"	"189"	"100041"	"9"	"-1"	"-1"	"31200"	"1"	"93600"	"100039"	"52"	"100040"	"56"	"100041"	"13"	
"31000613"	"13"	"2"	"3880.000000"	"14"	"387.000000"	"0.500000"	"255"	"100041"	"10"	"-1"	"-1"	"33600"	"1"	"109200"	"100039"	"52"	"100040"	"56"	"100041"	"22"	
"31000614"	"14"	"2"	"4321.000000"	"14"	"431.000000"	"0.500000"	"396"	"100041"	"12"	"-1"	"-1"	"36000"	"1"	"126000"	"100039"	"52"	"100040"	"56"	"100041"	"32"	
"31000615"	"15"	"2"	"4762.000000"	"14"	"475.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1"	"144000"	"100039"	"52"	"100040"	"56"	"100041"	"44"	
"31000700"	"0"	"1"	"235.000000"	"10"	"35.000000"	"1.000000"	"0"	"100039"	"7"	"-1"	"-1"	"2400"	"1"	"0"	""	""	""	""	""	""	
"31000701"	"1"	"1"	"352.000000"	"10"	"52.000000"	"1.000000"	"0"	"100039"	"14"	"-1"	"-1"	"4800"	"1"	"1200"	"100039"	"3"	""	""	""	""	
"31000702"	"2"	"1"	"470.000000"	"10"	"70.000000"	"0.900000"	"3"	"100039"	"21"	"-1"	"-1"	"7200"	"1"	"3600"	"100039"	"10"	""	""	""	""	
"31000703"	"3"	"1"	"587.000000"	"10"	"87.000000"	"0.800000"	"7"	"100039"	"28"	"-1"	"-1"	"9600"	"1"	"7200"	"100039"	"21"	""	""	""	""	
"31000704"	"4"	"1"	"705.000000"	"10"	"105.000000"	"0.750000"	"12"	"100039"	"35"	"-1"	"-1"	"12000"	"1"	"12000"	"100039"	"35"	""	""	""	""	
"31000705"	"5"	"1"	"823.000000"	"10"	"123.000000"	"0.700000"	"8"	"100040"	"7"	"-1"	"-1"	"14400"	"1"	"18000"	"100039"	"52"	""	""	""	""	
"31000706"	"6"	"1"	"999.000000"	"10"	"149.000000"	"0.650000"	"15"	"100040"	"11"	"-1"	"-1"	"16800"	"1"	"25200"	"100039"	"52"	"100040"	"5"	""	""	
"31000707"	"7"	"1"	"1175.000000"	"10"	"176.000000"	"0.600000"	"24"	"100040"	"14"	"-1"	"-1"	"19200"	"1"	"33600"	"100039"	"52"	"100040"	"14"	""	""	
"31000708"	"8"	"1"	"1352.000000"	"10"	"202.000000"	"0.550000"	"37"	"100040"	"18"	"-1"	"-1"	"21600"	"1"	"43200"	"100039"	"52"	"100040"	"25"	""	""	
"31000709"	"9"	"1"	"1528.000000"	"10"	"229.000000"	"0.500000"	"53"	"100040"	"21"	"-1"	"-1"	"24000"	"1"	"54000"	"100039"	"52"	"100040"	"40"	""	""	
"31000710"	"10"	"1"	"1705.000000"	"10"	"255.000000"	"0.500000"	"90"	"100041"	"6"	"-1"	"-1"	"26400"	"1"	"66000"	"100039"	"52"	"100040"	"56"	""	""	
"31000711"	"11"	"1"	"1999.000000"	"10"	"299.000000"	"0.500000"	"121"	"100041"	"7"	"-1"	"-1"	"28800"	"1"	"79200"	"100039"	"52"	"100040"	"56"	"100041"	"6"	
"31000712"	"12"	"1"	"2293.000000"	"10"	"343.000000"	"0.500000"	"189"	"100041"	"9"	"-1"	"-1"	"31200"	"1"	"93600"	"100039"	"52"	"100040"	"56"	"100041"	"13"	
"31000713"	"13"	"1"	"2587.000000"	"10"	"387.000000"	"0.500000"	"255"	"100041"	"10"	"-1"	"-1"	"33600"	"1"	"109200"	"100039"	"52"	"100040"	"56"	"100041"	"22"	
"31000714"	"14"	"1"	"2881.000000"	"10"	"431.000000"	"0.500000"	"396"	"100041"	"12"	"-1"	"-1"	"36000"	"1"	"126000"	"100039"	"52"	"100040"	"56"	"100041"	"32"	
"31000715"	"15"	"1"	"3175.000000"	"10"	"475.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1"	"144000"	"100039"	"52"	"100040"	"56"	"100041"	"44"	
"31000800"	"0"	"0"	"7056.000000"	"12"	"35.000000"	"1.000000"	"0"	"100039"	"7"	"-1"	"-1"	"2400"	"1"	"0"	""	""	""	""	""	""	
"31000801"	"1"	"0"	"10584.000000"	"12"	"52.000000"	"1.000000"	"0"	"100039"	"14"	"-1"	"-1"	"4800"	"1"	"1200"	"100039"	"3"	""	""	""	""	
"31000802"	"2"	"0"	"14112.000000"	"12"	"70.000000"	"0.900000"	"3"	"100039"	"21"	"-1"	"-1"	"7200"	"1"	"3600"	"100039"	"10"	""	""	""	""	
"31000803"	"3"	"0"	"17640.000000"	"12"	"87.000000"	"0.800000"	"7"	"100039"	"28"	"-1"	"-1"	"9600"	"1"	"7200"	"100039"	"21"	""	""	""	""	
"31000804"	"4"	"0"	"21168.000000"	"12"	"105.000000"	"0.750000"	"12"	"100039"	"35"	"-1"	"-1"	"12000"	"1"	"12000"	"100039"	"35"	""	""	""	""	
"31000805"	"5"	"0"	"24696.000000"	"12"	"123.000000"	"0.700000"	"8"	"100040"	"7"	"-1"	"-1"	"14400"	"1"	"18000"	"100039"	"52"	""	""	""	""	
"31000806"	"6"	"0"	"29988.000000"	"12"	"149.000000"	"0.650000"	"15"	"100040"	"11"	"-1"	"-1"	"16800"	"1"	"25200"	"100039"	"52"	"100040"	"5"	""	""	
"31000807"	"7"	"0"	"35280.000000"	"12"	"176.000000"	"0.600000"	"24"	"100040"	"14"	"-1"	"-1"	"19200"	"1"	"33600"	"100039"	"52"	"100040"	"14"	""	""	
"31000808"	"8"	"0"	"40572.000000"	"12"	"202.000000"	"0.550000"	"37"	"100040"	"18"	"-1"	"-1"	"21600"	"1"	"43200"	"100039"	"52"	"100040"	"25"	""	""	
"31000809"	"9"	"0"	"45864.000000"	"12"	"229.000000"	"0.500000"	"53"	"100040"	"21"	"-1"	"-1"	"24000"	"1"	"54000"	"100039"	"52"	"100040"	"40"	""	""	
"31000810"	"10"	"0"	"51156.000000"	"12"	"255.000000"	"0.500000"	"90"	"100041"	"6"	"-1"	"-1"	"26400"	"1"	"66000"	"100039"	"52"	"100040"	"56"	""	""	
"31000811"	"11"	"0"	"59976.000000"	"12"	"299.000000"	"0.500000"	"121"	"100041"	"7"	"-1"	"-1"	"28800"	"1"	"79200"	"100039"	"52"	"100040"	"56"	"100041"	"6"	
"31000812"	"12"	"0"	"68796.000000"	"12"	"343.000000"	"0.500000"	"189"	"100041"	"9"	"-1"	"-1"	"31200"	"1"	"93600"	"100039"	"52"	"100040"	"56"	"100041"	"13"	
"31000813"	"13"	"0"	"77616.000000"	"12"	"387.000000"	"0.500000"	"255"	"100041"	"10"	"-1"	"-1"	"33600"	"1"	"109200"	"100039"	"52"	"100040"	"56"	"100041"	"22"	
"31000814"	"14"	"0"	"86436.000000"	"12"	"431.000000"	"0.500000"	"396"	"100041"	"12"	"-1"	"-1"	"36000"	"1"	"126000"	"100039"	"52"	"100040"	"56"	"100041"	"32"	
"31000815"	"15"	"0"	"95256.000000"	"12"	"475.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1"	"144000"	"100039"	"52"	"100040"	"56"	"100041"	"44"	
"31000900"	"0"	"1"	"235.000000"	"18"	"35.000000"	"1.000000"	"0"	"100039"	"7"	"-1"	"-1"	"2400"	"1"	"0"	""	""	""	""	""	""	
"31000901"	"1"	"1"	"352.000000"	"18"	"52.000000"	"1.000000"	"0"	"100039"	"14"	"-1"	"-1"	"4800"	"1"	"1200"	"100039"	"3"	""	""	""	""	
"31000902"	"2"	"1"	"470.000000"	"18"	"70.000000"	"0.900000"	"3"	"100039"	"21"	"-1"	"-1"	"7200"	"1"	"3600"	"100039"	"10"	""	""	""	""	
"31000903"	"3"	"1"	"587.000000"	"18"	"87.000000"	"0.800000"	"7"	"100039"	"28"	"-1"	"-1"	"9600"	"1"	"7200"	"100039"	"21"	""	""	""	""	
"31000904"	"4"	"1"	"705.000000"	"18"	"105.000000"	"0.750000"	"12"	"100039"	"35"	"-1"	"-1"	"12000"	"1"	"12000"	"100039"	"35"	""	""	""	""	
"31000905"	"5"	"1"	"823.000000"	"18"	"123.000000"	"0.700000"	"8"	"100040"	"7"	"-1"	"-1"	"14400"	"1"	"18000"	"100039"	"52"	""	""	""	""	
"31000906"	"6"	"1"	"999.000000"	"18"	"149.000000"	"0.650000"	"15"	"100040"	"11"	"-1"	"-1"	"16800"	"1"	"25200"	"100039"	"52"	"100040"	"5"	""	""	
"31000907"	"7"	"1"	"1175.000000"	"18"	"176.000000"	"0.600000"	"24"	"100040"	"14"	"-1"	"-1"	"19200"	"1"	"33600"	"100039"	"52"	"100040"	"14"	""	""	
"31000908"	"8"	"1"	"1352.000000"	"18"	"202.000000"	"0.550000"	"37"	"100040"	"18"	"-1"	"-1"	"21600"	"1"	"43200"	"100039"	"52"	"100040"	"25"	""	""	
"31000909"	"9"	"1"	"1528.000000"	"18"	"229.000000"	"0.500000"	"53"	"100040"	"21"	"-1"	"-1"	"24000"	"1"	"54000"	"100039"	"52"	"100040"	"40"	""	""	
"31000910"	"10"	"1"	"1705.000000"	"18"	"255.000000"	"0.500000"	"90"	"100041"	"6"	"-1"	"-1"	"26400"	"1"	"66000"	"100039"	"52"	"100040"	"56"	""	""	
"31000911"	"11"	"1"	"1999.000000"	"18"	"299.000000"	"0.500000"	"121"	"100041"	"7"	"-1"	"-1"	"28800"	"1"	"79200"	"100039"	"52"	"100040"	"56"	"100041"	"6"	
"31000912"	"12"	"1"	"2293.000000"	"18"	"343.000000"	"0.500000"	"189"	"100041"	"9"	"-1"	"-1"	"31200"	"1"	"93600"	"100039"	"52"	"100040"	"56"	"100041"	"13"	
"31000913"	"13"	"1"	"2587.000000"	"18"	"387.000000"	"0.500000"	"255"	"100041"	"10"	"-1"	"-1"	"33600"	"1"	"109200"	"100039"	"52"	"100040"	"56"	"100041"	"22"	
"31000914"	"14"	"1"	"2881.000000"	"18"	"431.000000"	"0.500000"	"396"	"100041"	"12"	"-1"	"-1"	"36000"	"1"	"126000"	"100039"	"52"	"100040"	"56"	"100041"	"32"	
"31000915"	"15"	"1"	"3175.000000"	"18"	"475.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1"	"144000"	"100039"	"52"	"100040"	"56"	"100041"	"44"	
"31001000"	"0"	"1"	"235.000000"	"16"	"35.000000"	"1.000000"	"0"	"100039"	"7"	"-1"	"-1"	"2400"	"1"	"0"	""	""	""	""	""	""	
"31001001"	"1"	"1"	"352.000000"	"16"	"52.000000"	"1.000000"	"0"	"100039"	"14"	"-1"	"-1"	"4800"	"1"	"1200"	"100039"	"3"	""	""	""	""	
"31001002"	"2"	"1"	"470.000000"	"16"	"70.000000"	"0.900000"	"3"	"100039"	"21"	"-1"	"-1"	"7200"	"1"	"3600"	"100039"	"10"	""	""	""	""	
"31001003"	"3"	"1"	"587.000000"	"16"	"87.000000"	"0.800000"	"7"	"100039"	"28"	"-1"	"-1"	"9600"	"1"	"7200"	"100039"	"21"	""	""	""	""	
"31001004"	"4"	"1"	"705.000000"	"16"	"105.000000"	"0.750000"	"12"	"100039"	"35"	"-1"	"-1"	"12000"	"1"	"12000"	"100039"	"35"	""	""	""	""	
"31001005"	"5"	"1"	"823.000000"	"16"	"123.000000"	"0.700000"	"8"	"100040"	"7"	"-1"	"-1"	"14400"	"1"	"18000"	"100039"	"52"	""	""	""	""	
"31001006"	"6"	"1"	"999.000000"	"16"	"149.000000"	"0.650000"	"15"	"100040"	"11"	"-1"	"-1"	"16800"	"1"	"25200"	"100039"	"52"	"100040"	"5"	""	""	
"31001007"	"7"	"1"	"1175.000000"	"16"	"176.000000"	"0.600000"	"24"	"100040"	"14"	"-1"	"-1"	"19200"	"1"	"33600"	"100039"	"52"	"100040"	"14"	""	""	
"31001008"	"8"	"1"	"1352.000000"	"16"	"202.000000"	"0.550000"	"37"	"100040"	"18"	"-1"	"-1"	"21600"	"1"	"43200"	"100039"	"52"	"100040"	"25"	""	""	
"31001009"	"9"	"1"	"1528.000000"	"16"	"229.000000"	"0.500000"	"53"	"100040"	"21"	"-1"	"-1"	"24000"	"1"	"54000"	"100039"	"52"	"100040"	"40"	""	""	
"31001010"	"10"	"1"	"1705.000000"	"16"	"255.000000"	"0.500000"	"90"	"100041"	"6"	"-1"	"-1"	"26400"	"1"	"66000"	"100039"	"52"	"100040"	"56"	""	""	
"31001011"	"11"	"1"	"1999.000000"	"16"	"299.000000"	"0.500000"	"121"	"100041"	"7"	"-1"	"-1"	"28800"	"1"	"79200"	"100039"	"52"	"100040"	"56"	"100041"	"6"	
"31001012"	"12"	"1"	"2293.000000"	"16"	"343.000000"	"0.500000"	"189"	"100041"	"9"	"-1"	"-1"	"31200"	"1"	"93600"	"100039"	"52"	"100040"	"56"	"100041"	"13"	
"31001013"	"13"	"1"	"2587.000000"	"16"	"387.000000"	"0.500000"	"255"	"100041"	"10"	"-1"	"-1"	"33600"	"1"	"109200"	"100039"	"52"	"100040"	"56"	"100041"	"22"	
"31001014"	"14"	"1"	"2881.000000"	"16"	"431.000000"	"0.500000"	"396"	"100041"	"12"	"-1"	"-1"	"36000"	"1"	"126000"	"100039"	"52"	"100040"	"56"	"100041"	"32"	
"31001015"	"15"	"1"	"3175.000000"	"16"	"475.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1"	"144000"	"100039"	"52"	"100040"	"56"	"100041"	"44"	
"31001100"	"0"	"1"	"235.000000"	"8"	"35.000000"	"1.000000"	"0"	"100039"	"7"	"-1"	"-1"	"2400"	"1"	"0"	""	""	""	""	""	""	
"31001101"	"1"	"1"	"352.000000"	"8"	"52.000000"	"1.000000"	"0"	"100039"	"14"	"-1"	"-1"	"4800"	"1"	"1200"	"100039"	"3"	""	""	""	""	
"31001102"	"2"	"1"	"470.000000"	"8"	"70.000000"	"0.900000"	"3"	"100039"	"21"	"-1"	"-1"	"7200"	"1"	"3600"	"100039"	"10"	""	""	""	""	
"31001103"	"3"	"1"	"587.000000"	"8"	"87.000000"	"0.800000"	"7"	"100039"	"28"	"-1"	"-1"	"9600"	"1"	"7200"	"100039"	"21"	""	""	""	""	
"31001104"	"4"	"1"	"705.000000"	"8"	"105.000000"	"0.750000"	"12"	"100039"	"35"	"-1"	"-1"	"12000"	"1"	"12000"	"100039"	"35"	""	""	""	""	
"31001105"	"5"	"1"	"823.000000"	"8"	"123.000000"	"0.700000"	"8"	"100040"	"7"	"-1"	"-1"	"14400"	"1"	"18000"	"100039"	"52"	""	""	""	""	
"31001106"	"6"	"1"	"999.000000"	"8"	"149.000000"	"0.650000"	"15"	"100040"	"11"	"-1"	"-1"	"16800"	"1"	"25200"	"100039"	"52"	"100040"	"5"	""	""	
"31001107"	"7"	"1"	"1175.000000"	"8"	"176.000000"	"0.600000"	"24"	"100040"	"14"	"-1"	"-1"	"19200"	"1"	"33600"	"100039"	"52"	"100040"	"14"	""	""	
"31001108"	"8"	"1"	"1352.000000"	"8"	"202.000000"	"0.550000"	"37"	"100040"	"18"	"-1"	"-1"	"21600"	"1"	"43200"	"100039"	"52"	"100040"	"25"	""	""	
"31001109"	"9"	"1"	"1528.000000"	"8"	"229.000000"	"0.500000"	"53"	"100040"	"21"	"-1"	"-1"	"24000"	"1"	"54000"	"100039"	"52"	"100040"	"40"	""	""	
"31001110"	"10"	"1"	"1705.000000"	"8"	"255.000000"	"0.500000"	"90"	"100041"	"6"	"-1"	"-1"	"26400"	"1"	"66000"	"100039"	"52"	"100040"	"56"	""	""	
"31001111"	"11"	"1"	"1999.000000"	"8"	"299.000000"	"0.500000"	"121"	"100041"	"7"	"-1"	"-1"	"28800"	"1"	"79200"	"100039"	"52"	"100040"	"56"	"100041"	"6"	
"31001112"	"12"	"1"	"2293.000000"	"8"	"343.000000"	"0.500000"	"189"	"100041"	"9"	"-1"	"-1"	"31200"	"1"	"93600"	"100039"	"52"	"100040"	"56"	"100041"	"13"	
"31001113"	"13"	"1"	"2587.000000"	"8"	"387.000000"	"0.500000"	"255"	"100041"	"10"	"-1"	"-1"	"33600"	"1"	"109200"	"100039"	"52"	"100040"	"56"	"100041"	"22"	
"31001114"	"14"	"1"	"2881.000000"	"8"	"431.000000"	"0.500000"	"396"	"100041"	"12"	"-1"	"-1"	"36000"	"1"	"126000"	"100039"	"52"	"100040"	"56"	"100041"	"32"	
"31001115"	"15"	"1"	"3175.000000"	"8"	"475.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1"	"144000"	"100039"	"52"	"100040"	"56"	"100041"	"44"	
"31001200"	"0"	"1"	"235.000000"	"10"	"35.000000"	"1.000000"	"0"	"100039"	"7"	"-1"	"-1"	"2400"	"1"	"0"	""	""	""	""	""	""	
"31001201"	"1"	"1"	"352.000000"	"10"	"52.000000"	"1.000000"	"0"	"100039"	"14"	"-1"	"-1"	"4800"	"1"	"1200"	"100039"	"3"	""	""	""	""	
"31001202"	"2"	"1"	"470.000000"	"10"	"70.000000"	"0.900000"	"3"	"100039"	"21"	"-1"	"-1"	"7200"	"1"	"3600"	"100039"	"10"	""	""	""	""	
"31001203"	"3"	"1"	"587.000000"	"10"	"87.000000"	"0.800000"	"7"	"100039"	"28"	"-1"	"-1"	"9600"	"1"	"7200"	"100039"	"21"	""	""	""	""	
"31001204"	"4"	"1"	"705.000000"	"10"	"105.000000"	"0.750000"	"12"	"100039"	"35"	"-1"	"-1"	"12000"	"1"	"12000"	"100039"	"35"	""	""	""	""	
"31001205"	"5"	"1"	"823.000000"	"10"	"123.000000"	"0.700000"	"8"	"100040"	"7"	"-1"	"-1"	"14400"	"1"	"18000"	"100039"	"52"	""	""	""	""	
"31001206"	"6"	"1"	"999.000000"	"10"	"149.000000"	"0.650000"	"15"	"100040"	"11"	"-1"	"-1"	"16800"	"1"	"25200"	"100039"	"52"	"100040"	"5"	""	""	
"31001207"	"7"	"1"	"1175.000000"	"10"	"176.000000"	"0.600000"	"24"	"100040"	"14"	"-1"	"-1"	"19200"	"1"	"33600"	"100039"	"52"	"100040"	"14"	""	""	
"31001208"	"8"	"1"	"1352.000000"	"10"	"202.000000"	"0.550000"	"37"	"100040"	"18"	"-1"	"-1"	"21600"	"1"	"43200"	"100039"	"52"	"100040"	"25"	""	""	
"31001209"	"9"	"1"	"1528.000000"	"10"	"229.000000"	"0.500000"	"53"	"100040"	"21"	"-1"	"-1"	"24000"	"1"	"54000"	"100039"	"52"	"100040"	"40"	""	""	
"31001210"	"10"	"1"	"1705.000000"	"10"	"255.000000"	"0.500000"	"90"	"100041"	"6"	"-1"	"-1"	"26400"	"1"	"66000"	"100039"	"52"	"100040"	"56"	""	""	
"31001211"	"11"	"1"	"1999.000000"	"10"	"299.000000"	"0.500000"	"121"	"100041"	"7"	"-1"	"-1"	"28800"	"1"	"79200"	"100039"	"52"	"100040"	"56"	"100041"	"6"	
"31001212"	"12"	"1"	"2293.000000"	"10"	"343.000000"	"0.500000"	"189"	"100041"	"9"	"-1"	"-1"	"31200"	"1"	"93600"	"100039"	"52"	"100040"	"56"	"100041"	"13"	
"31001213"	"13"	"1"	"2587.000000"	"10"	"387.000000"	"0.500000"	"255"	"100041"	"10"	"-1"	"-1"	"33600"	"1"	"109200"	"100039"	"52"	"100040"	"56"	"100041"	"22"	
"31001214"	"14"	"1"	"2881.000000"	"10"	"431.000000"	"0.500000"	"396"	"100041"	"12"	"-1"	"-1"	"36000"	"1"	"126000"	"100039"	"52"	"100040"	"56"	"100041"	"32"	
"31001215"	"15"	"1"	"3175.000000"	"10"	"475.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1"	"144000"	"100039"	"52"	"100040"	"56"	"100041"	"44"	
"32000100"	"0"	"1"	"411.000000"	"12"	"61.000000"	"1.000000"	"0"	"100039"	"7"	"-1"	"-1"	"4800"	"3"	"0"	""	""	""	""	""	""	
"32000101"	"1"	"1"	"528.000000"	"12"	"78.000000"	"1.000000"	"0"	"100039"	"14"	"-1"	"-1"	"9600"	"3"	"2400"	"100039"	"3"	""	""	""	""	
"32000102"	"2"	"1"	"646.000000"	"12"	"96.000000"	"0.900000"	"3"	"100039"	"21"	"-1"	"-1"	"14400"	"3"	"7200"	"100039"	"10"	""	""	""	""	
"32000103"	"3"	"1"	"763.000000"	"12"	"113.000000"	"0.800000"	"7"	"100039"	"28"	"-1"	"-1"	"19200"	"3"	"14400"	"100039"	"21"	""	""	""	""	
"32000104"	"4"	"1"	"881.000000"	"12"	"131.000000"	"0.750000"	"12"	"100039"	"35"	"-1"	"-1"	"24000"	"3"	"24000"	"100039"	"35"	""	""	""	""	
"32000105"	"5"	"1"	"999.000000"	"12"	"149.000000"	"0.700000"	"8"	"100040"	"7"	"-1"	"-1"	"28800"	"3"	"36000"	"100039"	"52"	""	""	""	""	
"32000106"	"6"	"1"	"1175.000000"	"12"	"175.000000"	"0.650000"	"15"	"100040"	"11"	"-1"	"-1"	"33600"	"3"	"50400"	"100039"	"52"	"100040"	"5"	""	""	
"32000107"	"7"	"1"	"1351.000000"	"12"	"202.000000"	"0.600000"	"24"	"100040"	"14"	"-1"	"-1"	"38400"	"3"	"67200"	"100039"	"52"	"100040"	"14"	""	""	
"32000108"	"8"	"1"	"1528.000000"	"12"	"228.000000"	"0.550000"	"37"	"100040"	"18"	"-1"	"-1"	"43200"	"3"	"86400"	"100039"	"52"	"100040"	"25"	""	""	
"32000109"	"9"	"1"	"1704.000000"	"12"	"255.000000"	"0.500000"	"53"	"100040"	"21"	"-1"	"-1"	"48000"	"3"	"108000"	"100039"	"52"	"100040"	"40"	""	""	
"32000110"	"10"	"1"	"1881.000000"	"12"	"281.000000"	"0.500000"	"90"	"100041"	"6"	"-1"	"-1"	"52800"	"3"	"132000"	"100039"	"52"	"100040"	"56"	""	""	
"32000111"	"11"	"1"	"2175.000000"	"12"	"325.000000"	"0.500000"	"121"	"100041"	"7"	"-1"	"-1"	"57600"	"3"	"158400"	"100039"	"52"	"100040"	"56"	"100041"	"6"	
"32000112"	"12"	"1"	"2469.000000"	"12"	"369.000000"	"0.500000"	"189"	"100041"	"9"	"-1"	"-1"	"62400"	"3"	"187200"	"100039"	"52"	"100040"	"56"	"100041"	"13"	
"32000113"	"13"	"1"	"2763.000000"	"12"	"413.000000"	"0.500000"	"255"	"100041"	"10"	"-1"	"-1"	"67200"	"3"	"218400"	"100039"	"52"	"100040"	"56"	"100041"	"22"	
"32000114"	"14"	"1"	"3057.000000"	"12"	"457.000000"	"0.500000"	"396"	"100041"	"12"	"-1"	"-1"	"72000"	"3"	"252000"	"100039"	"52"	"100040"	"56"	"100041"	"32"	
"32000115"	"15"	"1"	"3351.000000"	"12"	"501.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"3"	"288000"	"100039"	"52"	"100040"	"56"	"100041"	"44"	
"32000200"	"0"	"0"	"12348.000000"	"14"	"61.000000"	"1.000000"	"0"	"100039"	"7"	"-1"	"-1"	"4800"	"3"	"0"	""	""	""	""	""	""	
"32000201"	"1"	"0"	"15876.000000"	"14"	"78.000000"	"1.000000"	"0"	"100039"	"14"	"-1"	"-1"	"9600"	"3"	"2400"	"100039"	"3"	""	""	""	""	
"32000202"	"2"	"0"	"19404.000000"	"14"	"96.000000"	"0.900000"	"3"	"100039"	"21"	"-1"	"-1"	"14400"	"3"	"7200"	"100039"	"10"	""	""	""	""	
"32000203"	"3"	"0"	"22932.000000"	"14"	"113.000000"	"0.800000"	"7"	"100039"	"28"	"-1"	"-1"	"19200"	"3"	"14400"	"100039"	"21"	""	""	""	""	
"32000204"	"4"	"0"	"26460.000000"	"14"	"131.000000"	"0.750000"	"12"	"100039"	"35"	"-1"	"-1"	"24000"	"3"	"24000"	"100039"	"35"	""	""	""	""	
"32000205"	"5"	"0"	"29988.000000"	"14"	"149.000000"	"0.700000"	"8"	"100040"	"7"	"-1"	"-1"	"28800"	"3"	"36000"	"100039"	"52"	""	""	""	""	
"32000206"	"6"	"0"	"35280.000000"	"14"	"175.000000"	"0.650000"	"15"	"100040"	"11"	"-1"	"-1"	"33600"	"3"	"50400"	"100039"	"52"	"100040"	"5"	""	""	
"32000207"	"7"	"0"	"40572.000000"	"14"	"202.000000"	"0.600000"	"24"	"100040"	"14"	"-1"	"-1"	"38400"	"3"	"67200"	"100039"	"52"	"100040"	"14"	""	""	
"32000208"	"8"	"0"	"45864.000000"	"14"	"228.000000"	"0.550000"	"37"	"100040"	"18"	"-1"	"-1"	"43200"	"3"	"86400"	"100039"	"52"	"100040"	"25"	""	""	
"32000209"	"9"	"0"	"51156.000000"	"14"	"255.000000"	"0.500000"	"53"	"100040"	"21"	"-1"	"-1"	"48000"	"3"	"108000"	"100039"	"52"	"100040"	"40"	""	""	
"32000210"	"10"	"0"	"56448.000000"	"14"	"281.000000"	"0.500000"	"90"	"100041"	"6"	"-1"	"-1"	"52800"	"3"	"132000"	"100039"	"52"	"100040"	"56"	""	""	
"32000211"	"11"	"0"	"65268.000000"	"14"	"325.000000"	"0.500000"	"121"	"100041"	"7"	"-1"	"-1"	"57600"	"3"	"158400"	"100039"	"52"	"100040"	"56"	"100041"	"6"	
"32000212"	"12"	"0"	"74088.000000"	"14"	"369.000000"	"0.500000"	"189"	"100041"	"9"	"-1"	"-1"	"62400"	"3"	"187200"	"100039"	"52"	"100040"	"56"	"100041"	"13"	
"32000213"	"13"	"0"	"82908.000000"	"14"	"413.000000"	"0.500000"	"255"	"100041"	"10"	"-1"	"-1"	"67200"	"3"	"218400"	"100039"	"52"	"100040"	"56"	"100041"	"22"	
"32000214"	"14"	"0"	"91728.000000"	"14"	"457.000000"	"0.500000"	"396"	"100041"	"12"	"-1"	"-1"	"72000"	"3"	"252000"	"100039"	"52"	"100040"	"56"	"100041"	"32"	
"32000215"	"15"	"0"	"100548.000000"	"14"	"501.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"3"	"288000"	"100039"	"52"	"100040"	"56"	"100041"	"44"	
"32000300"	"0"	"2"	"617.000000"	"18"	"61.000000"	"1.000000"	"0"	"100039"	"7"	"-1"	"-1"	"4800"	"3"	"0"	""	""	""	""	""	""	
