"id，1000开始为怪物随机技能；40000和70000开始为龙的触发性技能；80000开始为装备魂链占用"	"效果名称"	"效果图标"	"描述"	"触发时机0=施法时1=攻击结算时2=受击结算时3=攻击结算前4=攻击结算后5=受击结算前6=受击结算后--begin以下作为攻击者触发7=击中目标时8=目标格档时9=目标闪避时10=暴击时--end--begin以下作为受击者触发11=被击中时12=格档时13=闪避时14=被暴击时---end15=击杀目标时16=被击杀时17=计算击退时(仅用于击退)18=每秒"	"触发的效果类型"	"条件判断脚本名称"	"触发的效果类型索引(不填,程序用)"	"效果参数1"	"效果参数2"	"效果参数3"	"效果参数4"	"效果参数5"	"效果参数6"	"效果参数1"	"效果参数2"	"效果参数3"	"效果参数4"	"效果参数5"	"效果参数6"	"条件:内置cd(毫秒)0=无cd"	"条件:触发几率(毫秒)1=100%"	"条件:目标生命值0=值1=百分比(1=100%)负数=无条件"	"条件:目标生命值"	"效果参数1等级修正"	"效果参数2等级修正"	"效果参数3等级修正"	"效果参数4等级修正"	"效果参数5等级修正"	"效果参数6等级修正"	"效果参数1等级修正"	"效果参数2等级修正"	"效果参数3等级修正"	"效果参数4等级修正"	"效果参数5等级修正"	"效果参数6等级修正"	"条件:触发几率(毫秒)1=100%等级修正"	"同技能允许触发次数(小等于0表示不限)"	"战斗力"	"在触发器所有者身上执行的表现效果。可以调用任意数量的动作、特效等资源。"	"在触发器涉及其他角色（非所有者）身上执行的表现效果。可以调用任意数量的动作、特效等资源。"	"特殊的表现txt的使用方式0.不使用特殊表现1.基于宠物播放2.基于坐骑播放"	"在触发器涉及其他角色（非所有者）身上执行的表现效果。可以调用任意数量的动作、特效等资源。"	
"27006005"	"神兽守护效果7：吸血表现6"	""	"伤害量的30%治疗自身"	"4"	"castaura_on_self"	""	""	"27006105"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27006006"	"神兽守护效果7：吸血表现7"	""	"伤害量的35%治疗自身"	"4"	"castaura_on_self"	""	""	"27006106"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27006007"	"神兽守护效果7：吸血表现8"	""	"伤害量的40%治疗自身"	"4"	"castaura_on_self"	""	""	"27006107"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27006008"	"神兽守护效果7：吸血表现9"	""	"伤害量的45%治疗自身"	"4"	"castaura_on_self"	""	""	"27006108"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27006009"	"神兽守护效果7：吸血表现10"	""	"伤害量的50%治疗自身"	"4"	"castaura_on_self"	""	""	"27006109"	""	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27006100"	"神兽守护效果7：吸血1"	""	"伤害量的5%治疗自身"	"4"	"recover"	""	""	"4"	""	""	""	""	""	"0.500000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_xixue_active.act.txt"	""	""	""	
"27006101"	"神兽守护效果7：吸血2"	""	"伤害量的10%治疗自身"	"4"	"recover"	""	""	"4"	""	""	""	""	""	"1.000000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_xixue_active.act.txt"	""	""	""	
"27006102"	"神兽守护效果7：吸血3"	""	"伤害量的15%治疗自身"	"4"	"recover"	""	""	"4"	""	""	""	""	""	"1.500000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_xixue_active.act.txt"	""	""	""	
"27006103"	"神兽守护效果7：吸血4"	""	"伤害量的20%治疗自身"	"4"	"recover"	""	""	"4"	""	""	""	""	""	"2.000000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_xixue_active.act.txt"	""	""	""	
"27006104"	"神兽守护效果7：吸血5"	""	"伤害量的25%治疗自身"	"4"	"recover"	""	""	"4"	""	""	""	""	""	"2.500000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_xixue_active.act.txt"	""	""	""	
"27006105"	"神兽守护效果7：吸血6"	""	"伤害量的30%治疗自身"	"4"	"recover"	""	""	"4"	""	""	""	""	""	"3.000000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_xixue_active.act.txt"	""	""	""	
"27006106"	"神兽守护效果7：吸血7"	""	"伤害量的35%治疗自身"	"4"	"recover"	""	""	"4"	""	""	""	""	""	"3.500000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_xixue_active.act.txt"	""	""	""	
"27006107"	"神兽守护效果7：吸血8"	""	"伤害量的40%治疗自身"	"4"	"recover"	""	""	"4"	""	""	""	""	""	"4.000000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_xixue_active.act.txt"	""	""	""	
"27006108"	"神兽守护效果7：吸血9"	""	"伤害量的45%治疗自身"	"4"	"recover"	""	""	"4"	""	""	""	""	""	"4.500000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_xixue_active.act.txt"	""	""	""	
"27006109"	"神兽守护效果7：吸血10"	""	"伤害量的50%治疗自身"	"4"	"recover"	""	""	"4"	""	""	""	""	""	"5.000000"	""	""	""	""	""	"3000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_xixue_active.act.txt"	""	""	""	
"27007000"	"神兽守护效果10：免疫暴击1"	""	"被击中时有100%几率提升韧性率，持续5秒"	"14"	"castaura_on_target"	""	""	"27107000"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27007001"	"神兽守护效果10：免疫暴击2"	""	"被击中时有100%几率提升韧性率，持续5秒"	"14"	"castaura_on_target"	""	""	"27107001"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27007002"	"神兽守护效果10：免疫暴击3"	""	"被击中时有100%几率提升韧性率，持续5秒"	"14"	"castaura_on_target"	""	""	"27107002"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27007003"	"神兽守护效果10：免疫暴击4"	""	"被击中时有100%几率提升韧性率，持续5秒"	"14"	"castaura_on_target"	""	""	"27107003"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27007004"	"神兽守护效果10：免疫暴击5"	""	"被击中时有100%几率提升韧性率，持续5秒"	"14"	"castaura_on_target"	""	""	"27107004"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27007005"	"神兽守护效果10：免疫暴击6"	""	"被击中时有100%几率提升韧性率，持续5秒"	"14"	"castaura_on_target"	""	""	"27107005"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27007006"	"神兽守护效果10：免疫暴击7"	""	"被击中时有100%几率提升韧性率，持续5秒"	"14"	"castaura_on_target"	""	""	"27107006"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27007007"	"神兽守护效果10：免疫暴击8"	""	"被击中时有100%几率提升韧性率，持续5秒"	"14"	"castaura_on_target"	""	""	"27107007"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27007008"	"神兽守护效果10：免疫暴击9"	""	"被击中时有100%几率提升韧性率，持续5秒"	"14"	"castaura_on_target"	""	""	"27107008"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27007009"	"神兽守护效果10：免疫暴击10"	""	"被击中时有100%几率提升韧性率，持续5秒"	"14"	"castaura_on_target"	""	""	"27107009"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27008000"	"神兽守护效果8：闪避提高1"	""	"被击中时有100%几率提升闪避率，持续5秒"	"11"	"castaura_on_target"	""	""	"27108000"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27008001"	"神兽守护效果8：闪避提高2"	""	"被击中时有100%几率提升闪避率，持续5秒"	"11"	"castaura_on_target"	""	""	"27108001"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27008002"	"神兽守护效果8：闪避提高3"	""	"被击中时有100%几率提升闪避率，持续5秒"	"11"	"castaura_on_target"	""	""	"27108002"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27008003"	"神兽守护效果8：闪避提高4"	""	"被击中时有100%几率提升闪避率，持续5秒"	"11"	"castaura_on_target"	""	""	"27108003"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27008004"	"神兽守护效果8：闪避提高5"	""	"被击中时有100%几率提升闪避率，持续5秒"	"11"	"castaura_on_target"	""	""	"27108004"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27008005"	"神兽守护效果8：闪避提高6"	""	"被击中时有100%几率提升闪避率，持续5秒"	"11"	"castaura_on_target"	""	""	"27108005"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27008006"	"神兽守护效果8：闪避提高7"	""	"被击中时有100%几率提升闪避率，持续5秒"	"11"	"castaura_on_target"	""	""	"27108006"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27008007"	"神兽守护效果8：闪避提高8"	""	"被击中时有100%几率提升闪避率，持续5秒"	"11"	"castaura_on_target"	""	""	"27108007"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27008008"	"神兽守护效果8：闪避提高9"	""	"被击中时有100%几率提升闪避率，持续5秒"	"11"	"castaura_on_target"	""	""	"27108008"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27008009"	"神兽守护效果8：闪避提高10"	""	"被击中时有100%几率提升闪避率，持续5秒"	"11"	"castaura_on_target"	""	""	"27108009"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27009000"	"神兽守护效果9：免疫控制1"	""	"被击中时有100%几率免疫控制类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109000"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27009001"	"神兽守护效果9：免疫控制2"	""	"被击中时有100%几率免疫控制类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109001"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27009002"	"神兽守护效果9：免疫控制3"	""	"被击中时有100%几率免疫控制类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109002"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27009003"	"神兽守护效果9：免疫控制4"	""	"被击中时有100%几率免疫控制类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109003"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27009004"	"神兽守护效果9：免疫控制5"	""	"被击中时有100%几率免疫控制类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109004"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27009005"	"神兽守护效果9：免疫控制6"	""	"被击中时有100%几率免疫控制类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109005"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27009006"	"神兽守护效果9：免疫控制7"	""	"被击中时有100%几率免疫控制类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109006"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27009007"	"神兽守护效果9：免疫控制8"	""	"被击中时有100%几率免疫控制类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109007"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27009008"	"神兽守护效果9：免疫控制9"	""	"被击中时有100%几率免疫控制类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109008"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27009009"	"神兽守护效果9：免疫控制10"	""	"被击中时有100%几率免疫控制类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109009"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"buff_ss_test.act.txt"	""	""	""	
"27009010"	"神兽守护效果9：免疫减速1"	""	"被击中时有100%几率免疫减速类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109010"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"27009011"	"神兽守护效果9：免疫减速2"	""	"被击中时有100%几率免疫减速类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109011"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"27009012"	"神兽守护效果9：免疫减速3"	""	"被击中时有100%几率免疫减速类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109012"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"27009013"	"神兽守护效果9：免疫减速4"	""	"被击中时有100%几率免疫减速类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109013"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"27009014"	"神兽守护效果9：免疫减速5"	""	"被击中时有100%几率免疫减速类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109014"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"27009015"	"神兽守护效果9：免疫减速6"	""	"被击中时有100%几率免疫减速类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109015"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"27009016"	"神兽守护效果9：免疫减速7"	""	"被击中时有100%几率免疫减速类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109016"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"27009017"	"神兽守护效果9：免疫减速8"	""	"被击中时有100%几率免疫减速类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109017"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"27009018"	"神兽守护效果9：免疫减速9"	""	"被击中时有100%几率免疫减速类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109018"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"27009019"	"神兽守护效果9：免疫减速10"	""	"被击中时有100%几率免疫减速类效果，持续x秒"	"11"	"castaura_on_target"	""	""	"27109019"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"30000330"	"欢戏竹马伤害"	""	"吸血"	"7"	"recover"	""	""	"4"	""	""	""	""	""	"0.400000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	
"30001510"	"刘子业前方多次吸血每次伤害"	""	"吸血"	"7"	"recover"	""	""	"4"	""	""	""	""	""	"0.400000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	""	""	""	""	""	
"30003100"	"左右互搏-减CD"	""	"所有技能减少50%CD"	"0"	"reduce_magiccooldown_oncasted"	""	""	""	""	""	""	""	""	"0.350000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	"[[2,300,0.0005]]"	""	""	""	""	""	""	""	""	""	""	""	""	
"30007100"	"梅超风-九阴白骨爪-吸血"	""	"怪物梅超风用"	"3"	"recover"	""	""	"4"	""	""	""	""	""	"0.500000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"30010100"	"杨康-分筋错骨-吸血"	""	"怪物杨康用"	"3"	"recover"	""	""	"4"	""	""	""	""	""	"0.100000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"30010301"	"杨康-摧心魔掌-回血"	""	"怪物杨康用"	"3"	"recover"	""	""	"1"	""	""	""	""	""	"0.100000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"34000020"	"楚玉守护技能"	""	"减少CD"	"0"	"reduce_magiccooldown_oncasted"	""	""	""	""	""	""	""	""	"0.100000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	"[[2,100,0.002]]"	""	""	""	""	""	""	""	""	""	""	""	""	
"35000412"	"饕餮前方吸血"	""	"血圆斩-吸血"	"7"	"recover"	""	""	"4"	""	""	""	""	""	"0.200000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	
"50000000"	"坐骑测试"	""	"攻击时自己加集气"	"1"	"castaura_on_self"	""	""	"10000100"	""	""	""	""	""	"1.000000"	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002001"	"坐骑回血"	""	"血少时1%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"2000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002002"	"坐骑回血"	""	"血少时2%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"4000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002003"	"坐骑回血"	""	"血少时3%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"6000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002004"	"坐骑回血"	""	"血少时4%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"8000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002005"	"坐骑回血"	""	"血少时5%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"10000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002006"	"坐骑回血"	""	"血少时6%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"12000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002007"	"坐骑回血"	""	"血少时7%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"14000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002008"	"坐骑回血"	""	"血少时8%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"16000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002009"	"坐骑回血"	""	"血少时9%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"18000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002010"	"坐骑回血"	""	"血少时10%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"20000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002011"	"坐骑回血"	""	"血少时11%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"22000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002012"	"坐骑回血"	""	"血少时12%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"24000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002013"	"坐骑回血"	""	"血少时13%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"26000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002014"	"坐骑回血"	""	"血少时14%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"28000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002015"	"坐骑回血"	""	"血少时15%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"30000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002016"	"坐骑回血"	""	"血少时16%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"32000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002017"	"坐骑回血"	""	"血少时17%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"34000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002018"	"坐骑回血"	""	"血少时18%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"36000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002019"	"坐骑回血"	""	"血少时19%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"38000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"50002020"	"坐骑回血"	""	"血少时20%概率回血"	"5"	"absorbdamage"	""	""	"0"	""	""	""	""	""	"40000.000000"	""	""	""	""	""	"2000"	"0.300000"	"1"	"0.500000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
