"效果ID"	"备注"	"效果类型"	"效果索引(程序用,不填)"	"周期时间"	"参数1"	"参数2"	"参数3"	"参数4"	"参数5"	"参数6"	"参数1等级修正"	"参数2等级修正"	"参数3等级修正"	"参数4等级修正"	"参数5等级修正"	"参数6等级修正"	"触发条件（触发型效果需填）"	"内置CD（触发型效果需填）"	"光环生效期间，附带触发器id=CombatTriggerConfig.xls"	""	""	
"35001822"	"女刺客变随机动物2"	"changemodel"	"0"	"0"	"30004"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001823"	"女刺客变随机动物3"	"changemodel"	"0"	"0"	"30017"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001824"	"女刺客变随机动物4"	"changemodel"	"0"	"0"	"30019"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001825"	"女刺客变随机动物5"	"changemodel"	"0"	"0"	"30025"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001826"	"女刺客变随机动物6"	"changemodel"	"0"	"0"	"30026"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001827"	"女刺客变随机动物7"	"changemodel"	"0"	"0"	"30027"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35001921"	"黑龙堡主旋风斩位移前上光环"	"whirlwind"	"0"	"250"	"35001922"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"35002010"	"神官女反伤罩子"	"thorns"	"0"	"0"	"0"	"0"	"0"	"2.000000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.05]]"	""	""	"null"	"0"	"-1"	""	""	
"35003010"	"神官女闪避罩子"	"attr"	"0"	"0"	"11"	"0"	"0"	"0.500000"	"0.000000"	"0.000000"	""	""	""	"[[2,20,3],[21,40,12],[41,50,34],[51,200,49]]"	""	""	"null"	"0"	"-1"	""	""	
"50000000"	"坐骑测试"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50000000"	""	""	
"50000001"	"乘骑"	"ride"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50000003"	"加速200%"	"attr"	"0"	"0"	"32"	"1"	"0"	"2.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50001001"	"坐骑闪避1"	"attr"	"0"	"0"	"20"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50001002"	"坐骑闪避2"	"attr"	"0"	"0"	"20"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50001003"	"坐骑闪避3"	"attr"	"0"	"0"	"20"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50001004"	"坐骑闪避4"	"attr"	"0"	"0"	"20"	"0"	"0"	"4.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50001005"	"坐骑闪避5"	"attr"	"0"	"0"	"20"	"0"	"0"	"5.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50001006"	"坐骑闪避6"	"attr"	"0"	"0"	"20"	"0"	"0"	"6.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50001007"	"坐骑闪避7"	"attr"	"0"	"0"	"20"	"0"	"0"	"7.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50001008"	"坐骑闪避8"	"attr"	"0"	"0"	"20"	"0"	"0"	"8.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50001009"	"坐骑闪避9"	"attr"	"0"	"0"	"20"	"0"	"0"	"9.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50001010"	"坐骑闪避10"	"attr"	"0"	"0"	"20"	"0"	"0"	"10.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"50002001"	"生命值低于60%时，有40%概率吸收2000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002001"	""	""	
"50002002"	"生命值低于60%时，有40%概率吸收4000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002002"	""	""	
"50002003"	"生命值低于60%时，有40%概率吸收6000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002003"	""	""	
"50002004"	"生命值低于60%时，有40%概率吸收8000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002004"	""	""	
"50002005"	"生命值低于60%时，有40%概率吸收10000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002005"	""	""	
"50002006"	"生命值低于60%时，有40%概率吸收12000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002006"	""	""	
"50002007"	"生命值低于60%时，有40%概率吸收14000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002007"	""	""	
"50002008"	"生命值低于60%时，有40%概率吸收16000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002008"	""	""	
"50002009"	"生命值低于60%时，有40%概率吸收18000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002009"	""	""	
"50002010"	"生命值低于60%时，有40%概率吸收20000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002010"	""	""	
"50002011"	"生命值低于60%时，有40%概率吸收22000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002011"	""	""	
"50002012"	"生命值低于60%时，有40%概率吸收24000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002012"	""	""	
"50002013"	"生命值低于60%时，有40%概率吸收26000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002013"	""	""	
"50002014"	"生命值低于60%时，有40%概率吸收28000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002014"	""	""	
"50002015"	"生命值低于60%时，有40%概率吸收30000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002015"	""	""	
"50002016"	"生命值低于60%时，有40%概率吸收32000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002016"	""	""	
"50002017"	"生命值低于60%时，有40%概率吸收34000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002017"	""	""	
"50002018"	"生命值低于60%时，有40%概率吸收36000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002018"	""	""	
"50002019"	"生命值低于60%时，有40%概率吸收38000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002019"	""	""	
"50002020"	"生命值低于60%时，有40%概率吸收40000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002020"	""	""	
"50002021"	"生命值低于60%时，有40%概率吸收42000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002021"	""	""	
"50002022"	"生命值低于60%时，有40%概率吸收44000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002022"	""	""	
"50002023"	"生命值低于60%时，有40%概率吸收46000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002023"	""	""	
"50002024"	"生命值低于60%时，有40%概率吸收48000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002024"	""	""	
"50002025"	"生命值低于60%时，有40%概率吸收50000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002025"	""	""	
"50002026"	"生命值低于60%时，有40%概率吸收52000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002026"	""	""	
"50002027"	"生命值低于60%时，有40%概率吸收54000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002027"	""	""	
"50002028"	"生命值低于60%时，有40%概率吸收56000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002028"	""	""	
"50002029"	"生命值低于60%时，有40%概率吸收58000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002029"	""	""	
"50002030"	"生命值低于60%时，有40%概率吸收60000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002030"	""	""	
"50002031"	"生命值低于60%时，有40%概率吸收62000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002031"	""	""	
"50002032"	"生命值低于60%时，有40%概率吸收64000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002032"	""	""	
"50002033"	"生命值低于60%时，有40%概率吸收66000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002033"	""	""	
"50002034"	"生命值低于60%时，有40%概率吸收68000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002034"	""	""	
"50002035"	"生命值低于60%时，有40%概率吸收70000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002035"	""	""	
"50002036"	"生命值低于60%时，有40%概率吸收72000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002036"	""	""	
"50002037"	"生命值低于60%时，有40%概率吸收74000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002037"	""	""	
"50002038"	"生命值低于60%时，有40%概率吸收76000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002038"	""	""	
"50002039"	"生命值低于60%时，有40%概率吸收78000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002039"	""	""	
"50002040"	"生命值低于60%时，有40%概率吸收80000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002040"	""	""	
"50002041"	"生命值低于60%时，有40%概率吸收82000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002041"	""	""	
"50002042"	"生命值低于60%时，有40%概率吸收84000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002042"	""	""	
"50002043"	"生命值低于60%时，有40%概率吸收86000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002043"	""	""	
"50002044"	"生命值低于60%时，有40%概率吸收88000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002044"	""	""	
"50002045"	"生命值低于60%时，有40%概率吸收90000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002045"	""	""	
"50002046"	"生命值低于60%时，有40%概率吸收92000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002046"	""	""	
"50002047"	"生命值低于60%时，有40%概率吸收94000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002047"	""	""	
"50002048"	"生命值低于60%时，有40%概率吸收96000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002048"	""	""	
"50002049"	"生命值低于60%时，有40%概率吸收98000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002049"	""	""	
"50002050"	"生命值低于60%时，有40%概率吸收100000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002050"	""	""	
"50002051"	"生命值低于60%时，有40%概率吸收102000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002051"	""	""	
"50002052"	"生命值低于60%时，有40%概率吸收104000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002052"	""	""	
"50002053"	"生命值低于60%时，有40%概率吸收106000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002053"	""	""	
"50002054"	"生命值低于60%时，有40%概率吸收108000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002054"	""	""	
"50002055"	"生命值低于60%时，有40%概率吸收110000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002055"	""	""	
"50002056"	"生命值低于60%时，有40%概率吸收112000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002056"	""	""	
"50002057"	"生命值低于60%时，有40%概率吸收114000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002057"	""	""	
"50002058"	"生命值低于60%时，有40%概率吸收116000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002058"	""	""	
"50002059"	"生命值低于60%时，有40%概率吸收118000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002059"	""	""	
"50002060"	"生命值低于60%时，有40%概率吸收120000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002060"	""	""	
"50002061"	"生命值低于60%时，有40%概率吸收122000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002061"	""	""	
"50002062"	"生命值低于60%时，有40%概率吸收124000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002062"	""	""	
"50002063"	"生命值低于60%时，有40%概率吸收126000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002063"	""	""	
"50002064"	"生命值低于60%时，有40%概率吸收128000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002064"	""	""	
"50002065"	"生命值低于60%时，有40%概率吸收130000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002065"	""	""	
"50002066"	"生命值低于60%时，有40%概率吸收132000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002066"	""	""	
"50002067"	"生命值低于60%时，有40%概率吸收134000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002067"	""	""	
"50002068"	"生命值低于60%时，有40%概率吸收136000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002068"	""	""	
"50002069"	"生命值低于60%时，有40%概率吸收138000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002069"	""	""	
"50002070"	"生命值低于60%时，有40%概率吸收140000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002070"	""	""	
"50002071"	"生命值低于60%时，有40%概率吸收142000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002071"	""	""	
"50002072"	"生命值低于60%时，有40%概率吸收144000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002072"	""	""	
"50002073"	"生命值低于60%时，有40%概率吸收146000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002073"	""	""	
"50002074"	"生命值低于60%时，有40%概率吸收148000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002074"	""	""	
"50002075"	"生命值低于60%时，有40%概率吸收150000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002075"	""	""	
"50002076"	"生命值低于60%时，有40%概率吸收152000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002076"	""	""	
"50002077"	"生命值低于60%时，有40%概率吸收154000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002077"	""	""	
"50002078"	"生命值低于60%时，有40%概率吸收156000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002078"	""	""	
"50002079"	"生命值低于60%时，有40%概率吸收158000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002079"	""	""	
"50002080"	"生命值低于60%时，有40%概率吸收160000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002080"	""	""	
"50002081"	"生命值低于60%时，有40%概率吸收162000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002081"	""	""	
"50002082"	"生命值低于60%时，有40%概率吸收164000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002082"	""	""	
"50002083"	"生命值低于60%时，有40%概率吸收166000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002083"	""	""	
"50002084"	"生命值低于60%时，有40%概率吸收168000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002084"	""	""	
"50002085"	"生命值低于60%时，有40%概率吸收170000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002085"	""	""	
"50002086"	"生命值低于60%时，有40%概率吸收172000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002086"	""	""	
"50002087"	"生命值低于60%时，有40%概率吸收174000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002087"	""	""	
"50002088"	"生命值低于60%时，有40%概率吸收176000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002088"	""	""	
"50002089"	"生命值低于60%时，有40%概率吸收178000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002089"	""	""	
"50002090"	"生命值低于60%时，有40%概率吸收180000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002090"	""	""	
"50002091"	"生命值低于60%时，有40%概率吸收182000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002091"	""	""	
"50002092"	"生命值低于60%时，有40%概率吸收184000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002092"	""	""	
"50002093"	"生命值低于60%时，有40%概率吸收186000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002093"	""	""	
"50002094"	"生命值低于60%时，有40%概率吸收188000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002094"	""	""	
"50002095"	"生命值低于60%时，有40%概率吸收190000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002095"	""	""	
"50002096"	"生命值低于60%时，有40%概率吸收192000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002096"	""	""	
"50002097"	"生命值低于60%时，有40%概率吸收194000点伤害，每3秒最多触发1次"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"50002097"	""	""	
