"判定ID"	"描述"	"效果位0x01：结算伤害，0x02：结算buff/debuff"	"区域类型1.选中目标2.原点处圆形范围加偏移圆形半径,正向偏移,左向偏移3.选中目标点处圆形范围圆形半径4.原点前方扇形范围扇形外径,左偏移角，右偏移角,扇形内径，顶点偏移5.原点前方一定距离的长条形区域长度,宽度,偏移,旋转角度(逆时针)6.选中目标点前方一定距离的长条形区域长度,宽度7.从原点到选中目标点的长条形区域宽度"	"区域参数1"	"区域参数2"	"区域参数3"	"区域参数4"	"区域参数5"	"判定延迟时间（ms）"	"目标个数上限AOE技能可攻击的最大目标个数"	"范围搜索的逻辑规则0=1次结算；1=把判定区域按照距离分成n等分，依次结算；2=把判定区域按照距离分成n等分，依次叠加结算；3=在判定区域内按照时间平滑过渡结算"	"范围搜索顺序如果搜索逻辑规则不是0，则0=从近及远进行搜索；1=由远及近进行搜索"	"范围搜索间隔如果范围搜索逻辑规则是1或2，那么就是范围搜索的时间间隔；如果范围搜索逻辑规则是3，那么就是整个平滑搜索的时间，单位ms"	"范围搜索次数"	"受击表现效果ID"	"死亡时[碎尸几率,击飞几率]<=1，都填0时播放死亡动画"	"伤害-击退类型0:普通击退1:挤开2:拉到周围"	"伤害-击退几率(0-1)"	"伤害-击退距离最小值单位m"	"伤害-击退距离最大值单位m"	"击中产生buff1"	"击中产生buff2"	"击中产生buff3"	"buff1产生几率"	"buff2产生几率"	"buff3产生几率"	"物理力类型0=无，1=左切线,2=右切线,3=方向,4=爆炸//"	"力大小"	"力偏移角度"	"力校正(Y),提供向上方向打飞的力"	"力高度0=上1=中2=下"	"反向力(上)取值为0.0到1.0,表示百分比"	"反向力(中)取值为0.0到1.0,表示百分比"	"反向力(下)取值为0.0到1.0,表示百分比"	"是否必中"	"技能伤害百分比"	"技能伤害固定值"	"属性伤害类型0=物理，1=火，2=水，3=风，4=土"	"技能伤害百分比-等级修正"	"技能伤害固定值-等级修正"	""	
"11103021"	"十方天音每次伤害"	"3"	"5"	"14.000000"	"4.400000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"zhujue_yj_4hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"530.000000"	"0.000000"	"1.400000"	"2.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"63"	"6300"	"2"	"[[2,300,0]]"	"[[2,60,17],[61,80,37],[81,100,80],[101,120,130],[121,150,224],[151,200,611],[201,250,878],[251,300,1050]]"	""	
"11103022"	"十方天音每次伤害"	"3"	"5"	"14.000000"	"4.400000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"zhujue_yj_4hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"530.000000"	"0.000000"	"1.400000"	"2.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"63"	"6300"	"2"	"[[2,300,0]]"	"[[2,60,17],[61,80,37],[81,100,80],[101,120,130],[121,150,224],[151,200,611],[201,250,878],[251,300,1050]]"	""	
"11103031"	"沧海龙吟每次伤害"	"3"	"2"	"6.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"8"	"0"	"0"	"0"	"0"	"zhujue_yj_4hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"10020550"	"100"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"1.500000"	"2.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"41"	"4100"	"2"	"[[2,300,0]]"	"[[2,60,11],[61,80,24],[81,100,52],[101,120,84],[121,150,145],[151,200,397],[201,250,571],[251,300,683]]"	""	
"11201000"	"风雷引目标流血DoT"	"2"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"0"	"0"	"0"	""	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"-1"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"1"	"4"	"0"	"2"	""	""	""	
"11201010"	"风雷引目标多一次攻击"	"1"	"2"	"1.900000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"zhujue_yj_2hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"-1"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"1"	"20"	"0"	"2"	""	""	""	
"11202010"	"十方天音目标拉近"	"1"	"5"	"14.000000"	"4.400000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"zhujue_yj_2hit2.act.txt"	"0,1"	"1"	"1.000000"	"12.000000"	"12.000000"	"-1"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"1"	"3"	"0"	"2"	""	""	""	
"11203000"	"沧海龙吟目标点追加aoe"	"1"	"5"	"14.000000"	"4.000000"	"0.000000"	"0.000000"	"0.000000"	"1000"	"8"	"0"	"0"	"0"	"0"	"zhujue_yj_2hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"-1"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"1"	"50"	"0"	"2"	""	""	""	
"11203010"	"沧海龙吟自身四周aoe"	"2"	"2"	"3.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"8"	"0"	"0"	"0"	"0"	"zhujue_yj_2hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"11203011"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"1"	"5"	"0"	"2"	""	""	""	
"12000000"	"天威普攻"	"3"	"4"	"5.500000"	"110.000000"	"100.000000"	"0.000000"	"-0.500000"	"0"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_2hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"1"	"325.000000"	"0.000000"	"0.960000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"63"	"63"	"0"	"[[2,300,0]]"	"[[2,60,17],[61,80,37],[81,100,80],[101,120,130],[121,150,224],[151,200,611],[201,250,878],[251,300,1050]]"	""	
"12000001"	"天威普攻"	"3"	"4"	"5.500000"	"110.000000"	"100.000000"	"0.000000"	"-0.500000"	"0"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_2hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"2"	"325.000000"	"-25.000000"	"0.960000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"73"	"73"	"0"	"[[2,300,0]]"	"[[2,60,20],[61,80,43],[81,100,93],[101,120,150],[121,150,259],[151,200,708],[201,250,1017],[251,300,1216]]"	""	
"12000002"	"天威普攻"	"3"	"2"	"4.500000"	"2.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_2hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"325.000000"	"0.000000"	"1.200000"	"2.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"146"	"146"	"0"	"[[2,300,0]]"	"[[2,60,40],[61,80,87],[81,100,186],[101,120,301],[121,150,519],[151,200,1416],[201,250,2035],[251,300,2433]]"	""	
"12000010"	"天威旋风斩"	"3"	"2"	"5.600000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"6"	"0"	"0"	"0"	"0"	"zhujue_tw_2hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"520.000000"	"0.000000"	"1.200000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"45"	"45"	"4"	"[[2,300,0]]"	"[[2,60,12],[61,80,27],[81,100,57],[101,120,93],[121,150,160],[151,200,436],[201,250,627],[251,300,750]]"	""	
"12000011"	"天威旋风斩"	"3"	"2"	"5.600000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"367"	"6"	"0"	"0"	"0"	"0"	"zhujue_tw_2hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"520.000000"	"0.000000"	"1.200000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"45"	"45"	"4"	"[[2,300,0]]"	"[[2,60,12],[61,80,27],[81,100,57],[101,120,93],[121,150,160],[151,200,436],[201,250,627],[251,300,750]]"	""	
"12000012"	"天威旋风斩"	"3"	"2"	"5.600000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"633"	"6"	"0"	"0"	"0"	"0"	"zhujue_tw_2hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"520.000000"	"0.000000"	"1.200000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"45"	"45"	"4"	"[[2,300,0]]"	"[[2,60,12],[61,80,27],[81,100,57],[101,120,93],[121,150,160],[151,200,436],[201,250,627],[251,300,750]]"	""	
"12000013"	"天威旋风斩纵劈"	"3"	"5"	"9.000000"	"7.000000"	"-0.500000"	"0.000000"	"0.000000"	"1100"	"5"	"0"	"0"	"0"	"0"	"zhujue_tw_2hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"455.000000"	"0.000000"	"1.440000"	"2.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"50"	"50"	"4"	"[[2,300,0]]"	"[[2,60,14],[61,80,30],[81,100,64],[101,120,103],[121,150,177],[151,200,484],[201,250,697],[251,300,833]]"	""	
"12000020"	"天威乱舞"	"3"	"4"	"7.500000"	"35.000000"	"35.000000"	"0.000000"	"-0.500000"	"0"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_2hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"455.000000"	"0.000000"	"1.440000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"60"	"60"	"4"	"[[2,300,0]]"	"[[2,60,16],[61,80,36],[81,100,76],[101,120,124],[121,150,213],[151,200,581],[201,250,836],[251,300,999]]"	""	
"12000021"	"天威乱舞"	"3"	"4"	"7.500000"	"35.000000"	"35.000000"	"0.000000"	"-0.500000"	"233"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_2hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"455.000000"	"0.000000"	"1.440000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"60"	"60"	"4"	"[[2,300,0]]"	"[[2,60,16],[61,80,36],[81,100,76],[101,120,124],[121,150,213],[151,200,581],[201,250,836],[251,300,999]]"	""	
"12000022"	"天威乱舞"	"3"	"4"	"7.500000"	"35.000000"	"35.000000"	"0.000000"	"-0.500000"	"367"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_2hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"455.000000"	"0.000000"	"1.440000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"60"	"60"	"4"	"[[2,300,0]]"	"[[2,60,16],[61,80,36],[81,100,76],[101,120,124],[121,150,213],[151,200,581],[201,250,836],[251,300,999]]"	""	
"12000023"	"天威乱舞"	"3"	"4"	"7.500000"	"35.000000"	"35.000000"	"0.000000"	"-0.500000"	"500"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_2hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"455.000000"	"0.000000"	"1.440000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"60"	"60"	"4"	"[[2,300,0]]"	"[[2,60,16],[61,80,36],[81,100,76],[101,120,124],[121,150,213],[151,200,581],[201,250,836],[251,300,999]]"	""	
"12000024"	"天威乱舞最后一击"	"3"	"5"	"9.500000"	"4.000000"	"-0.500000"	"0.000000"	"0.000000"	"733"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_2hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"585.000000"	"0.000000"	"1.560000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"75"	"75"	"4"	"[[2,300,0]]"	"[[2,60,21],[61,80,45],[81,100,96],[101,120,155],[121,150,266],[151,200,727],[201,250,1045],[251,300,1250]]"	""	
"12000030"	"天威跳斩伤害"	"3"	"2"	"5.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"8"	"0"	"0"	"0"	"0"	"zhujue_tw_2hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"650.000000"	"0.000000"	"1.620000"	"2.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"280"	"280"	"4"	"[[2,300,0]]"	"[[2,60,78],[61,80,168],[81,100,358],[101,120,578],[121,150,995],[151,200,2715],[201,250,3904],[251,300,4666]]"	""	
"12001000"	"天威普攻"	"3"	"4"	"5.500000"	"110.000000"	"100.000000"	"0.000000"	"-0.500000"	"0"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_3hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"1"	"325.000000"	"0.000000"	"0.960000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"64"	"640"	"0"	"[[2,300,0]]"	"[[2,60,17],[61,80,38],[81,100,81],[101,120,132],[121,150,227],[151,200,620],[201,250,892],[251,300,1066]]"	""	
"12001001"	"天威普攻"	"3"	"4"	"5.500000"	"110.000000"	"100.000000"	"0.000000"	"-0.500000"	"0"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_3hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"2"	"325.000000"	"-25.000000"	"0.960000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"74"	"740"	"0"	"[[2,300,0]]"	"[[2,60,20],[61,80,44],[81,100,94],[101,120,152],[121,150,263],[151,200,717],[201,250,1031],[251,300,1233]]"	""	
"12001002"	"天威普攻"	"3"	"2"	"5.500000"	"2.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_3hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"325.000000"	"0.000000"	"1.200000"	"2.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"149"	"1490"	"0"	"[[2,300,0]]"	"[[2,60,41],[61,80,89],[81,100,190],[101,120,307],[121,150,529],[151,200,1445],[201,250,2077],[251,300,2483]]"	""	
"12001010"	"天威旋风斩"	"3"	"2"	"6.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"6"	"0"	"0"	"0"	"0"	"zhujue_tw_3hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"520.000000"	"0.000000"	"1.200000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"46"	"460"	"4"	"[[2,300,0]]"	"[[2,60,12],[61,80,27],[81,100,58],[101,120,95],[121,150,163],[151,200,446],[201,250,641],[251,300,766]]"	""	
"12001011"	"天威旋风斩"	"3"	"2"	"6.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"367"	"6"	"0"	"0"	"0"	"0"	"zhujue_tw_3hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"520.000000"	"0.000000"	"1.200000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"46"	"460"	"4"	"[[2,300,0]]"	"[[2,60,12],[61,80,27],[81,100,58],[101,120,95],[121,150,163],[151,200,446],[201,250,641],[251,300,766]]"	""	
"12001012"	"天威旋风斩"	"3"	"2"	"6.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"633"	"6"	"0"	"0"	"0"	"0"	"zhujue_tw_3hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"520.000000"	"0.000000"	"1.200000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"46"	"460"	"4"	"[[2,300,0]]"	"[[2,60,12],[61,80,27],[81,100,58],[101,120,95],[121,150,163],[151,200,446],[201,250,641],[251,300,766]]"	""	
"12001013"	"天威旋风斩纵劈"	"3"	"5"	"9.500000"	"9.000000"	"-0.500000"	"0.000000"	"0.000000"	"1100"	"5"	"0"	"0"	"0"	"0"	"zhujue_tw_3hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"455.000000"	"0.000000"	"1.440000"	"2.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"51"	"510"	"4"	"[[2,300,0]]"	"[[2,60,14],[61,80,30],[81,100,65],[101,120,105],[121,150,181],[151,200,494],[201,250,711],[251,300,849]]"	""	
"12001020"	"天威乱舞"	"3"	"4"	"8.000000"	"35.000000"	"35.000000"	"0.000000"	"-0.500000"	"0"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_3hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"455.000000"	"0.000000"	"1.440000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"61"	"610"	"4"	"[[2,300,0]]"	"[[2,60,17],[61,80,36],[81,100,78],[101,120,126],[121,150,216],[151,200,591],[201,250,850],[251,300,1016]]"	""	
"12001021"	"天威乱舞"	"3"	"4"	"8.000000"	"35.000000"	"35.000000"	"0.000000"	"-0.500000"	"233"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_3hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"455.000000"	"0.000000"	"1.440000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"61"	"610"	"4"	"[[2,300,0]]"	"[[2,60,17],[61,80,36],[81,100,78],[101,120,126],[121,150,216],[151,200,591],[201,250,850],[251,300,1016]]"	""	
"12001022"	"天威乱舞"	"3"	"4"	"8.000000"	"35.000000"	"35.000000"	"0.000000"	"-0.500000"	"367"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_3hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"455.000000"	"0.000000"	"1.440000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"61"	"610"	"4"	"[[2,300,0]]"	"[[2,60,17],[61,80,36],[81,100,78],[101,120,126],[121,150,216],[151,200,591],[201,250,850],[251,300,1016]]"	""	
"12001023"	"天威乱舞"	"3"	"4"	"8.000000"	"35.000000"	"35.000000"	"0.000000"	"-0.500000"	"500"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_3hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"455.000000"	"0.000000"	"1.440000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"61"	"610"	"4"	"[[2,300,0]]"	"[[2,60,17],[61,80,36],[81,100,78],[101,120,126],[121,150,216],[151,200,591],[201,250,850],[251,300,1016]]"	""	
"12001024"	"天威乱舞最后一击"	"3"	"5"	"11.500000"	"4.000000"	"-0.500000"	"0.000000"	"0.000000"	"733"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_3hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"585.000000"	"0.000000"	"1.560000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"77"	"770"	"4"	"[[2,300,0]]"	"[[2,60,21],[61,80,46],[81,100,98],[101,120,159],[121,150,273],[151,200,746],[201,250,1073],[251,300,1283]]"	""	
"12001030"	"天威跳斩伤害"	"3"	"2"	"7.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"8"	"0"	"0"	"0"	"0"	"zhujue_tw_3hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"650.000000"	"0.000000"	"1.620000"	"2.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"286"	"2860"	"4"	"[[2,300,0]]"	"[[2,60,80],[61,80,171],[81,100,366],[101,120,591],[121,150,1016],[151,200,2774],[201,250,3988],[251,300,4766]]"	""	
"12002000"	"天威普攻"	"3"	"4"	"6.500000"	"110.000000"	"100.000000"	"0.000000"	"-0.500000"	"0"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_4hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"1"	"325.000000"	"0.000000"	"0.960000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"65"	"1950"	"0"	"[[2,300,0]]"	"[[2,60,18],[61,80,39],[81,100,83],[101,120,134],[121,150,231],[151,200,630],[201,250,906],[251,300,1083]]"	""	
"12002001"	"天威普攻"	"3"	"4"	"6.500000"	"110.000000"	"100.000000"	"0.000000"	"-0.500000"	"0"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_4hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"2"	"325.000000"	"-25.000000"	"0.960000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"75"	"2250"	"0"	"[[2,300,0]]"	"[[2,60,21],[61,80,45],[81,100,96],[101,120,155],[121,150,266],[151,200,727],[201,250,1045],[251,300,1250]]"	""	
"12002002"	"天威普攻"	"3"	"2"	"6.000000"	"2.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_4hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"325.000000"	"0.000000"	"1.200000"	"2.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"152"	"4560"	"0"	"[[2,300,0]]"	"[[2,60,42],[61,80,91],[81,100,194],[101,120,314],[121,150,540],[151,200,1474],[201,250,2119],[251,300,2533]]"	""	
"12002010"	"天威旋风斩"	"3"	"2"	"7.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"6"	"0"	"0"	"0"	"0"	"zhujue_tw_4hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"520.000000"	"0.000000"	"1.200000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"47"	"1410"	"4"	"[[2,300,0]]"	"[[2,60,13],[61,80,28],[81,100,60],[101,120,97],[121,150,167],[151,200,455],[201,250,655],[251,300,783]]"	""	
"12002011"	"天威旋风斩"	"3"	"2"	"7.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"367"	"6"	"0"	"0"	"0"	"0"	"zhujue_tw_4hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"520.000000"	"0.000000"	"1.200000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"47"	"1410"	"4"	"[[2,300,0]]"	"[[2,60,13],[61,80,28],[81,100,60],[101,120,97],[121,150,167],[151,200,455],[201,250,655],[251,300,783]]"	""	
"12002012"	"天威旋风斩"	"3"	"2"	"7.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"633"	"6"	"0"	"0"	"0"	"0"	"zhujue_tw_4hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"520.000000"	"0.000000"	"1.200000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"47"	"1410"	"4"	"[[2,300,0]]"	"[[2,60,13],[61,80,28],[81,100,60],[101,120,97],[121,150,167],[151,200,455],[201,250,655],[251,300,783]]"	""	
"12002013"	"天威旋风斩纵劈"	"3"	"5"	"10.000000"	"9.000000"	"-0.500000"	"0.000000"	"0.000000"	"1100"	"5"	"0"	"0"	"0"	"0"	"zhujue_tw_4hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"455.000000"	"0.000000"	"1.440000"	"2.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"52"	"1560"	"4"	"[[2,300,0]]"	"[[2,60,14],[61,80,31],[81,100,66],[101,120,107],[121,150,184],[151,200,504],[201,250,725],[251,300,866]]"	""	
"12002020"	"天威乱舞"	"3"	"4"	"7.500000"	"35.000000"	"35.000000"	"0.000000"	"-0.500000"	"0"	"3"	"0"	"0"	"0"	"0"	"zhujue_tw_4hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"3"	"455.000000"	"0.000000"	"1.440000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"62"	"1860"	"4"	"[[2,300,0]]"	"[[2,60,17],[61,80,37],[81,100,79],[101,120,128],[121,150,220],[151,200,601],[201,250,864],[251,300,1033]]"	""	
